#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,2730,85,4391
2,17,301,2000,41,121,7358
3,5,239,2000,45,125,7445
4,9,55,2000,45,125,7458
5,21,185,2000,45,125,7470
6,23,46,2000,45,125,7483
7,13,165,2000,46,126,7533
8,21,124,2000,47,127,7545
9,10,145,1875,50,125,7595
10,14,277,1925,49,126,7608
11,21,83,1975,48,127,7620
12,1,300,1825,51,124,7670
13,6,281,1775,52,123,7682
14,10,222,1775,52,123,7695
15,20,2,1725,53,122,7707
16,22,140,1775,52,123,7720
17,26,249,1775,52,123,7732
18,27,93,1825,51,124,7745
19,13,223,1625,55,120,7795
20,7,188,1375,60,115,7842
21,25,19,1375,60,115,7854
22,6,159,1225,63,112,7904
23,23,73,1225,63,112,7916
24,10,248,1025,67,108,8004
25,19,115,975,68,107,8016
26,16,225,925,69,106,8066
27,0,293,775,72,103,8116
28,10,188,775,72,103,8129
29,19,156,825,71,104,8141
30,1,20,675,74,101,8191
31,5,6,675,74,101,8203
32,12,133,675,74,101,8216
33,22,103,675,74,101,8228
34,3,16,575,76,99,8278
35,10,100,525,77,98,8291
36,12,48,525,77,98,8303
37,19,214,525,77,98,8316
38,11,306,475,78,97,8366
39,23,317,375,80,95,8378
40,5,244,275,82,93,8428
41,21,14,175,84,91,8441
42,23,207,325,81,94,8453
43,7,220,75,86,89,8503
44,0,257,-75,89,86,8553
45,19,105,-25,88,87,8565
46,1,128,-125,90,85,8615
47,17,101,-175,91,84,8628
48,20,278,-275,93,82,8678
49,26,48,-325,94,81,8690
50,17,238,-375,95,80,8740
51,27,272,-425,96,79,8753
52,28,165,-375,95,80,8765
53,13,299,-475,97,78,8815
54,24,50,-525,98,77,8827
55,5,135,-675,101,74,8877
56,9,8,-625,100,75,8890
57,13,7,-725,102,73,8902
58,19,45,-675,101,74,8915
59,27,186,-675,101,74,8927
60,26,289,-925,106,69,9015
61,9,303,-1075,109,66,9065
62,24,152,-1075,109,66,9077
63,15,163,-1175,111,64,9127
64,20,39,-1225,112,63,9139
65,27,234,-1175,111,64,9152
66,5,85,-1325,114,61,9202
67,8,221,-1275,113,62,9214
68,27,176,-1325,114,61,9227
69,17,243,-1375,115,60,9277
70,1,133,-1575,119,56,9327
71,11,191,-1525,118,57,9339
72,13,156,-1525,118,57,9352
73,16,276,-1575,119,56,9364
