#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,2730,85,4815
2,1,119,2000,41,121,7539
3,2,234,2000,42,122,7589
4,16,52,2000,41,121,7639
5,21,117,2000,44,124,7689
6,22,274,2000,42,122,7739
7,24,97,2000,41,121,7789
8,25,274,2000,44,124,7838
9,28,155,2000,41,121,7867
10,10,194,2000,46,126,8066
11,11,194,2000,46,126,8116
12,16,129,1925,49,126,8166
13,19,153,2000,45,125,8216
14,23,84,1975,48,127,8266
15,24,17,2000,46,126,8316
16,25,193,1875,50,125,8366
17,26,170,1875,50,125,8416
18,28,220,1875,50,125,8466
19,0,159,1575,56,119,8665
20,1,5,875,70,105,8715
21,2,13,1075,66,109,8765
22,3,124,1175,64,111,8815
23,4,130,1425,59,116,8865
24,6,36,1025,67,108,8915
25,7,78,925,69,106,8965
26,8,85,1125,65,110,9015
27,9,81,925,69,106,9065
28,10,236,1875,50,125,9115
29,11,293,1275,62,113,9164
30,12,195,1525,57,118,9214
31,14,86,1475,58,117,9264
32,15,129,1125,65,110,9314
33,16,220,2000,47,127,9364
34,17,319,1725,53,122,9414
35,18,93,1775,52,123,9464
36,19,77,1825,51,124,9514
37,20,77,1825,51,124,9564
38,21,14,1575,56,119,9614
39,23,283,1625,55,120,9664
40,24,18,2000,46,126,9714
41,25,0,1275,62,113,9763
42,26,4,975,68,107,9792
43,27,190,1725,53,122,9841
44,28,78,1025,67,108,9891
45,0,163,825,71,104,10091
46,1,274,-1075,68,25,10141
47,2,190,1825,51,124,10191
48,3,209,-75,89,86,10241
49,6,10,-375,95,80,10291
50,7,38,275,82,93,10341
51,8,271,1275,62,113,10391
52,9,240,925,69,106,10441
53,10,212,75,86,89,10490
54,11,158,175,84,91,10540
55,12,145,-325,94,81,10590
56,13,1,375,80,95,10640
57,14,112,575,76,99,10690
58,15,137,-325,94,81,10740
59,16,240,1125,65,110,10790
60,17,142,-275,93,82,10840
61,18,98,-875,60,25,10890
62,19,4,675,74,101,10940
63,20,218,1025,67,108,10990
64,21,303,1025,67,108,11040
65,22,41,575,76,99,11089
66,23,96,75,86,89,11139
67,24,229,2000,43,123,11189
68,25,91,925,69,106,11239
69,26,107,1475,58,117,11289
70,27,9,425,79,96,11339
71,28,16,75,86,89,11389
72,0,141,2000,139,36,11589
73,1,6,-475,97,78,11639
74,2,51,-1875,125,50,11689
75,3,5,-725,102,73,11738
76,4,68,-1625,120,55,11767
77,5,172,-1675,121,54,11816
78,6,118,2000,133,42,11866
79,7,43,2000,128,47,11916
80,8,77,2000,128,47,11966
81,9,38,-725,102,73,12016
82,10,78,-1075,109,66,12066
83,11,36,2000,143,32,12116
84,12,160,575,76,99,12166
85,13,243,575,76,99,12216
86,14,131,2000,140,35,12266
87,15,18,-1675,121,54,12316
88,16,64,-775,103,72,12366
89,17,32,-1025,108,67,12415
