#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,699050,85,4814
2,14,32,2000,44,124,7665
3,6,6,1825,51,124,7865
4,11,201,1775,52,123,7915
5,24,148,1675,54,121,7965
6,19,317,1575,56,119,8164
7,7,257,1175,64,111,8364
8,19,36,1125,65,110,8414
9,3,4,375,80,95,8614
10,26,140,125,85,90,8813
11,0,262,-675,101,74,8991
12,25,156,-675,101,74,9041
13,23,70,-1025,108,67,9241
14,3,257,-1125,110,65,9441
15,8,272,-1125,110,65,9490
16,24,78,-1425,116,59,9540
17,0,4,-1625,120,55,9740
18,8,153,-1825,124,51,9790
19,10,169,2000,129,46,9990
20,12,224,2000,170,5,10767
21,17,123,1375,188,12,11266
22,20,216,1375,188,12,11316
23,8,142,825,199,23,11515
24,25,168,825,199,23,11565
25,11,228,575,204,28,11765
26,27,111,725,201,25,11815
27,3,117,-125,218,42,12015
28,8,175,275,210,34,12064
29,24,16,-125,218,42,12114
30,7,42,-675,229,53,12314
31,13,246,-1275,241,65,12514
32,23,221,-1075,237,61,12564
33,25,59,-875,233,57,12614
34,22,5,-1575,247,71,12791
35,20,146,2000,271,95,13291
36,13,223,2000,279,103,13490
37,14,14,2000,293,117,13840
38,21,289,2000,301,125,14039
39,19,41,1825,307,124,14239
40,13,95,1625,311,120,14439
41,28,51,1275,318,113,14489
42,3,86,875,326,105,14667
43,8,198,425,335,96,14866
44,13,108,675,330,101,14916
45,20,316,725,329,102,14966
46,26,314,625,331,100,15016
47,8,273,475,334,97,15216
48,10,52,225,339,92,15266
49,21,177,125,341,90,15316
50,21,43,-675,357,74,15515
51,28,147,-225,348,83,15565
52,7,191,-775,359,72,15765
53,13,111,-1275,369,62,15815
54,20,303,-825,360,71,15865
55,24,296,-1475,373,58,16064
56,2,121,2000,386,45,16264
57,5,200,2000,392,39,16464
58,15,40,2000,398,33,16514
59,2,252,2000,414,17,16841
60,11,114,2000,411,20,16891
61,15,54,2000,415,16,16941
62,16,317,2000,431,0,17290
63,21,84,2000,425,6,17340
64,22,175,2000,425,6,17390
65,15,297,675,458,26,17890
66,25,166,575,460,28,18089
67,6,253,25,471,39,18289
68,9,55,75,470,38,18339
69,18,105,325,465,33,18389
70,3,117,-325,478,46,18567
71,15,95,-425,480,48,18616
72,19,75,-275,477,45,18666
73,28,136,-175,475,43,18716
74,2,126,-975,491,59,18916
75,1,148,-1675,505,73,19116
76,21,208,-1225,496,64,19166
77,23,305,-1525,502,70,19216
78,6,222,-1875,509,77,19415
79,24,101,-1775,507,75,19465
80,10,94,2000,516,84,19665
81,7,277,2000,528,96,19864
82,10,112,2000,530,98,19914
83,9,158,2000,538,106,20114
84,12,112,2000,537,105,20164
85,27,207,2000,538,106,20214
86,27,236,1475,570,117,20691
87,9,1,-75,601,86,21490
88,3,127,-225,604,83,21690
89,4,66,-1125,622,65,22039
90,24,130,-1075,621,66,22089
91,1,44,-1875,637,50,22438
92,28,148,-1975,639,48,22467
93,23,101,2000,644,43,22666
94,10,70,2000,647,40,22866
95,2,260,2000,670,17,23215
96,12,166,2000,677,10,23415
97,3,306,2000,679,8,23615
98,13,26,2000,678,9,23665
99,16,78,1625,695,7,24014
100,5,172,725,713,25,24364
101,8,222,575,716,28,24413
102,26,28,725,713,25,24442
103,5,42,275,722,34,24641
104,5,281,325,721,33,24841
105,7,315,-975,747,59,25190
106,9,114,-1125,750,62,25240
107,4,247,-1175,751,63,25440
108,19,280,2000,787,99,26239
109,26,270,2000,788,100,26289
110,28,149,2000,797,109,26466
111,3,49,2000,809,121,26816
112,20,39,2000,811,123,26866
113,14,138,1975,816,127,27065
114,26,108,1725,821,122,27115
115,0,236,1475,826,117,27315
116,26,88,1075,834,109,27515
117,4,13,475,846,97,27714
118,6,200,275,850,93,27914
119,12,201,-125,858,85,28114
120,28,297,-925,874,69,28441
121,12,142,2000,907,36,29240
122,6,250,2000,915,28,29440
123,5,205,2000,925,18,29639
124,28,150,2000,926,17,29689
125,3,137,1975,944,0,30039
126,7,190,1575,952,8,30366
127,25,253,1625,951,7,30416
128,5,61,675,970,26,30766
129,3,277,-175,987,43,31115
130,8,57,125,981,37,31165
131,9,273,25,983,39,31215
132,18,244,-225,988,44,31415
133,1,16,-625,996,52,31614
134,22,149,-575,995,51,31664
135,25,117,-1075,1005,61,31714
136,0,159,-1975,1023,79,32064
137,16,4,-1875,1021,77,32114
138,18,82,2000,1025,81,32164
139,27,86,-1825,1020,76,32213
140,4,56,2000,1048,104,32691
141,20,264,2000,1059,115,33040
142,4,94,2000,1067,123,33240
143,14,156,2000,1069,125,33290
144,0,189,2000,1071,127,33490
145,1,52,1825,1075,124,33539
146,4,81,1325,1085,114,33739
147,19,51,1425,1083,116,33789
148,25,277,675,1098,101,33989
149,2,318,175,1108,91,34167
150,19,146,175,1108,91,34216
151,16,215,-425,1120,79,34566
152,21,149,-675,1125,74,34616
153,1,214,-1775,1147,52,35115
154,14,271,2000,1153,46,35315
155,17,122,-1975,1151,48,35365
156,23,51,2000,1153,46,35415
157,9,177,2000,1155,44,35614
158,15,169,2000,1157,42,35664
159,17,166,-1975,1151,48,35714
160,24,14,2000,1160,39,35764
161,15,71,2000,1169,30,35964
162,16,154,2000,1164,35,36014
163,24,221,2000,1172,27,36064
164,12,18,2000,1175,24,36241
165,15,50,2000,1185,14,36291
166,22,129,2000,1184,15,36341
167,3,304,2000,1188,11,36541
168,8,54,2000,1194,5,36591
169,15,282,2000,1158,41,36641
170,4,288,1925,1201,1,36840
171,5,36,1775,1204,4,36890
172,21,67,1575,1208,8,36940
173,3,175,325,1233,33,37290
174,18,289,675,1226,26,37340
175,20,103,375,1232,32,37390
176,11,162,175,1236,36,37589
177,13,237,-275,1245,45,37789
178,27,71,-575,1251,51,37839
179,14,45,-1025,1260,60,38038
180,4,138,-1225,1264,64,38216
181,7,233,-1225,1264,64,38266
182,4,282,-1075,1261,61,38466
183,9,106,2000,1287,87,38666
184,19,124,2000,1287,87,38716
185,13,228,2000,1305,105,39065
186,15,119,2000,1304,104,39115
187,20,212,2000,1304,104,39165
188,7,259,2000,1308,108,39364
189,2,158,2000,1321,121,39564
190,25,115,2000,1312,112,39614
191,26,285,1675,1334,121,39964
192,13,231,1225,1343,112,40141
193,4,116,775,1352,103,40341
194,23,215,475,1358,97,40541
195,22,222,-175,1371,84,40890
196,27,171,-275,1373,82,40940
197,28,252,-225,1372,83,40990
198,14,140,-1425,1396,59,41339
199,16,49,-975,1387,68,41389
200,16,275,-1375,1395,60,41589
201,23,51,-1575,1399,56,41639
202,14,201,2000,1409,46,41839
203,4,262,2000,1426,29,42166
204,6,237,2000,1431,24,42366
205,17,248,2000,1437,18,42566
206,28,240,2000,1439,16,42616
207,9,183,2000,1448,7,42815
208,10,104,1825,1459,3,43015
209,19,301,2000,1454,1,43065
210,10,189,1825,1459,3,43264
211,17,306,1075,1474,18,43464
212,22,307,1175,1472,16,43514
213,11,311,675,1482,26,43714
214,26,210,575,1484,28,43764
215,23,165,125,1493,37,43942
216,15,47,-275,1501,45,44141
217,10,228,-675,1509,53,44341
218,24,118,-1225,1520,64,44541
219,11,47,-1575,1527,71,44740
220,15,1,-1525,1526,70,44790
221,16,166,-1425,1524,68,44840
222,23,155,-1525,1526,70,44890
223,4,269,2000,1538,82,45090
224,9,248,-1825,1532,76,45140
225,16,220,-1875,1533,77,45190
226,8,38,2000,1546,90,45389
227,28,200,2000,1546,90,45439
228,1,171,2000,1560,104,45639
229,10,178,2000,1556,100,45689
230,12,186,2000,1560,104,45739
231,13,254,2000,1559,103,45789
232,22,222,2000,1558,102,45838
233,4,14,2000,1565,109,46016
234,10,306,2000,1564,108,46066
235,21,171,2000,1578,122,46266
236,27,199,1225,1599,112,46466
237,17,187,475,1614,97,46815
238,27,4,-675,1637,74,47464
239,7,236,-1175,1647,64,47664
240,12,245,-1425,1652,59,47842
241,0,206,2000,1665,46,48191
242,25,284,2000,1666,45,48241
243,6,168,2000,1671,40,48441
244,16,246,2000,1678,33,48640
245,21,55,2000,1680,31,48690
246,5,202,2000,1691,20,48890
247,11,260,2000,1689,22,48940
248,14,139,2000,1692,19,48990
249,10,130,2000,1698,13,49189
250,16,210,2000,1696,15,49239
251,20,226,2000,1700,11,49289
252,28,245,1975,1712,0,49489
253,13,10,1675,1718,6,49689
254,16,224,1425,1723,11,49738
255,18,155,1625,1719,7,49767
256,23,161,1425,1723,11,49816
257,24,200,1175,1728,16,49866
258,27,218,1175,1728,16,49916
259,7,198,1125,1729,17,50116
260,1,123,475,1742,30,50316
261,3,127,625,1739,27,50366
262,5,315,525,1741,29,50416
263,28,172,325,1745,33,50465
264,19,148,-175,1755,43,50665
265,27,295,-225,1756,44,50715
