Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
7,1,1,-5.5424,7.2573,26.4453,0.6105,27,313,2,176.4453,176.4453
9,1,1,-6.7369,1.6858,27.0094,0.9965,19,212,2,227.0094,50.5641
13,1,1,-7.3793,-3.1613,29.1039,1.6126,15,124,2,329.1039,102.0945
14,1,1,-6.331,-3.8123,26.2454,1.1771,22,112,2,351.2454,22.1415
14,1,1,-7.2963,4.73,27.5763,1.8979,16,267,2,352.5763,1.3309
14,1,1,-9.7972,1.3336,29.2717,0.5285,1,206,2,354.2717,1.6954
15,1,1,-9.7304,-5.9156,29.8162,1.8144,1,74,2,379.8162,25.5445
20,1,1,-6.0789,-5.7995,28.3459,1.1156,23,76,2,503.34590000000003,123.5297
22,1,1,-8.9246,7.0274,27.2286,0.1866,6,309,2,552.2286,48.8827
22,1,1,-6.0609,-7.5328,28.0594,1.8202,23,44,2,553.0594,0.8308
22,1,1,-8.4308,6.7025,29.5953,0.8281,9,303,2,554.5953,1.5359
22,1,1,-8.4308,6.7025,29.5953,0.8281,8,303,2,554.5953,0.0
22,1,1,-6.2651,-5.9436,30.253,0.9924,22,73,2,555.253,0.6577
23,1,1,-7.5683,-8.9979,27.5259,0.7992,14,18,2,577.5259,22.2729
26,1,1,-6.9013,2.0844,29.4401,1.8173,18,219,2,654.4401,76.9142
27,1,1,-7.8394,-0.3268,26.6242,1.1926,13,175,2,676.6242,22.1841
28,1,1,-8.61,-7.7906,30.1135,1.0912,8,40,2,705.1135,28.4893
29,1,1,-6.9124,4.5234,26.8145,0.3492,18,264,2,726.8145,21.701
30,1,1,-6.6252,-9.602,29.5593,0.6998,20,7,2,754.5593,27.7448
33,1,1,-7.5109,-9.5348,29.3037,1.7425,15,8,2,829.3037,74.7444
34,1,1,-6.5827,-8.6461,29.7622,1.6427,20,24,2,854.7622,25.4585
35,1,1,-7.901,-6.9432,29.0342,1.4556,12,55,2,879.0342,24.272
35,1,1,-8.4,6.5931,30.57,1.0238,9,301,2,880.57,1.5358
38,1,1,-6.8187,0.6211,26.1863,1.3608,19,193,2,951.1863,70.6163
39,1,1,-6.0024,-7.7034,27.0627,1.009,24,41,2,977.0627,25.8764
39,1,1,-9.1742,-1.9792,29.8535,0.7819,5,145,2,979.8535,2.7908
40,1,1,-9.4871,3.7303,29.2193,1.4743,3,249,2,1004.2193,24.3658
40,1,1,-9.4197,4.1196,29.9275,0.6361,3,256,2,1004.9275,0.7082
41,1,1,-9.8889,3.1912,26.413,0.7766,0,239,2,1026.413,21.4855
41,1,1,-9.8889,3.1912,26.413,0.7766,0,240,2,1026.413,0.0
44,1,1,-9.0062,-4.5709,28.6036,1.7357,6,98,2,1103.6036,77.1906
47,1,1,-6.1335,-8.3794,28.4721,0.3357,23,29,2,1178.4721,74.8685
51,1,1,-9.7167,-9.8472,29.4078,0.2017,1,2,2,1279.4078,100.9357
54,1,1,-6.9682,3.7934,27.7673,0.2008,18,250,2,1352.7673,73.3595
54,1,1,-5.3951,-2.1779,27.8399,0.5088,27,142,2,1352.8399,0.0726
57,1,1,-9.7818,-1.714,27.7041,1.1043,1,150,2,1427.7041,74.8642
57,1,1,-7.3473,-6.8583,28.9926,1.8839,16,57,2,1428.9926,1.2885
59,1,1,-7.9388,2.6902,29.6907,1.5784,12,230,2,1479.6907,50.6981
59,1,1,-9.1912,2.4413,29.7199,1.7771,4,226,2,1479.7199,0.0292
59,1,1,-7.9311,4.3388,30.3987,1.6018,12,260,2,1480.3987,0.6788
61,1,1,-9.4145,3.8002,29.7674,0.5953,3,250,2,1529.7674,49.3687
62,1,1,-6.7736,-1.6669,26.8839,1.3453,19,151,2,1551.8839,22.1165
65,1,1,-6.6894,-5.5857,27.6923,0.3816,20,80,2,1627.6923,75.8084
66,1,1,-9.366,7.125,27.2092,1.1299,3,311,2,1652.2092,24.5169
66,1,1,-7.1647,5.2268,29.9491,0.5487,17,276,2,1654.9491,2.7399
66,1,1,-9.511,-4.2131,30.7538,0.7706,2,105,2,1655.7538,0.8047
68,1,1,-6.6572,-9.6277,27.5451,1.6726,20,6,2,1702.5451,46.7913
68,1,1,-9.9812,-1.0928,28.6675,0.5856,0,161,2,1703.6675,1.1224
70,1,1,-8.4329,-7.7753,27.6409,0.1772,9,40,2,1752.6409,48.9734
72,1,1,-7.3223,-5.9018,29.5542,0.3928,16,74,2,1804.5542,51.9133
72,1,1,-7.1143,4.7872,30.3317,0.3572,17,268,2,1805.3317,0.7775
75,1,1,-6.6287,-4.953,26.1429,1.0725,20,91,2,1876.1429,70.8112
76,1,1,-5.5831,-2.5332,30.8683,0.8828,26,135,2,1905.8683,29.7254
79,1,1,-7.9627,-4.115,28.5112,0.8483,12,107,2,1978.5112,72.6429
83,1,1,-9.4343,-8.2421,29.4934,0.7674,3,31,2,2079.4934,100.9822
84,1,1,-9.0721,-7.4056,27.8696,0.9905,5,47,2,2102.8696,23.3762
85,1,1,-7.3359,5.1785,27.2176,0.1943,16,275,2,2127.2176,24.348
85,1,1,-6.3581,-1.2028,29.6616,0.6452,22,159,2,2129.6616,2.444
86,1,1,-6.4325,-6.4967,28.8305,1.8933,21,63,2,2153.8305,24.1689
89,1,1,-5.2813,6.5463,26.3953,1.7487,28,300,2,2226.3953,72.5648
90,1,1,-7.4247,-1.783,26.9204,1.1789,15,149,2,2251.9204,25.5251
90,1,1,-7.4247,-1.783,26.9204,1.1789,15,148,2,2251.9204,0.0
93,1,1,-8.1347,-7.4647,29.4858,0.8955,11,46,2,2329.4858,77.5654
93,1,1,-6.2932,3.0662,30.871,1.0983,22,237,2,2330.871,1.3852
96,1,1,-7.3797,-2.894,30.4379,0.2191,15,129,2,2405.4379,74.5669
97,1,1,-9.6289,-8.0408,26.0162,0.7613,2,35,2,2426.0162,20.5783
98,1,1,-9.6127,-0.9417,29.0724,0.7009,2,164,2,2454.0724,28.0562
102,1,1,-8.1196,7.23,26.5782,0.6503,11,313,2,2551.5782,97.5058
102,1,1,-7.0541,-8.3155,28.2088,0.9641,17,30,2,2553.2088,1.6306
103,1,1,-9.4398,1.4432,30.3645,1.7382,3,208,2,2580.3645,27.1557
