Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
2,1,1,-5.7228,-7.7629,29.0783,0.772,25,40,2,54.0783,54.0783
4,1,1,-9.3153,-4.3968,29.4135,0.2527,4,101,2,104.4135,50.3352
9,1,1,-6.4309,-8.3861,26.0327,1.8931,21,29,2,226.0327,121.6192
12,1,1,-6.3737,2.1701,27.3507,0.6844,21,221,2,302.3507,76.318
15,1,1,-6.4051,6.2035,28.42,1.3174,21,294,2,378.42,76.0693
15,1,1,-6.4051,6.2035,28.42,1.3174,21,295,2,378.42,0.0
15,1,1,-8.366,3.8487,30.8589,0.804,9,251,2,380.8589,2.4389
31,1,1,-6.7268,-0.4777,27.3301,1.6727,19,173,2,777.3301,396.4712
35,1,1,-6.7975,-8.8068,27.6615,0.6738,19,21,2,877.6615,100.3314
36,1,1,-7.7088,3.834,27.2572,1.5656,13,251,2,902.2572,24.5957
36,1,1,-7.7088,3.834,27.2572,1.5656,14,251,2,902.2572,0.0
37,1,1,-7.5678,-9.2259,26.8099,1.9853,14,14,2,926.8099,24.5527
38,1,1,-7.6813,-5.7061,30.6639,1.0339,14,78,2,955.6639,28.854
42,1,1,-5.436,3.9055,29.188,1.4827,27,252,2,1054.188,98.5241
45,1,1,-6.742,-9.2716,27.4706,1.3368,19,13,2,1127.4706,73.2826
46,1,1,-8.4299,-6.6593,30.3051,1.605,9,60,2,1155.3051,27.8345
47,1,1,-8.2682,5.8044,29.8282,0.8751,10,287,2,1179.8282,24.5231
47,1,1,-8.2682,5.8044,29.8282,0.8751,11,287,2,1179.8282,0.0
48,1,1,-8.3702,0.5336,28.1988,1.458,9,191,2,1203.1988,23.3706
51,1,1,-7.3646,0.2931,27.0167,0.3866,15,187,2,1277.0167,73.8179
52,1,1,-5.9115,-6.3208,30.8494,1.5996,24,66,2,1305.8494,28.8327
54,1,1,-9.2572,-6.057,29.1114,0.4661,4,71,2,1354.1114,48.262
55,1,1,-8.0508,1.4733,26.7611,1.9785,11,208,2,1376.7611,22.6497
55,1,1,-7.4898,7.0367,28.8783,1.7219,15,309,2,1378.8783,2.1172
61,1,1,-6.0238,-8.8102,26.8825,1.7961,24,21,2,1526.8825,148.0042
62,1,1,-6.068,-9.7538,26.8598,1.1981,23,4,2,1551.8598,24.9773
78,1,1,-5.762,-4.8361,27.9748,1.0734,25,93,2,1952.9748,401.115
83,1,1,-8.2025,-0.2356,26.9335,1.2463,10,177,2,2076.9335,123.9587
86,1,1,-7.0427,-8.4757,28.5907,0.3628,17,27,2,2153.5907,76.6572
86,1,1,-9.9977,-7.4982,29.2501,1.217,0,45,2,2154.2501,0.6594
86,1,1,-9.9977,-7.4982,29.2501,1.217,1,45,2,2154.2501,0.0
91,1,1,-5.7469,4.0089,27.4196,0.5406,25,254,2,2277.4196,123.1695
91,1,1,-6.2948,-5.328,28.978,0.434,22,84,2,2278.978,1.5584
103,1,1,-9.8442,-7.1024,29.5862,1.2928,0,52,2,2579.5862,300.6082
105,1,1,-7.6372,6.1183,30.1667,0.2975,14,293,2,2630.1667,50.5805
106,1,1,-7.4595,4.8837,26.7177,1.5443,15,270,2,2651.7177,21.551
107,1,1,-9.3297,-9.0494,30.3494,0.5088,4,17,2,2680.3494,28.6317
117,1,1,-7.5161,-1.5633,27.0156,0.7276,15,153,2,2927.0156,246.6662
118,1,1,-5.4691,-4.1302,27.9321,0.913,27,106,2,2952.9321,25.9165
118,1,1,-9.1637,-0.6612,28.9841,1.0952,5,169,2,2953.9841,1.052
119,1,1,-7.761,5.3397,27.3388,0.3055,13,278,2,2977.3388,23.3547
120,1,1,-5.4685,-4.3949,27.8181,0.8098,27,101,2,3002.8181,25.4793
123,1,1,-8.6528,5.4911,26.7198,1.0632,8,281,2,3076.7198,73.9017
125,1,1,-9.1315,-8.2779,27.4896,1.848,5,31,2,3127.4896,50.7698
125,1,1,-6.7345,-0.4269,30.5282,1.7638,19,174,2,3130.5282,3.0386
125,1,1,-6.7345,-0.4269,30.5282,1.7638,20,174,2,3130.5282,0.0
133,1,1,-7.0923,2.3299,27.4219,1.8076,17,224,2,3327.4219,196.8937
