Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
1,1,1,-6.389,4.644,26.3212,0.3578,21,266,2,26.3212,26.3212
1,1,1,-6.2636,3.7553,28.2661,1.0086,22,250,2,28.2661,1.9449
1,1,1,-7.4961,7.3715,29.4107,1.7751,15,315,2,29.4107,1.1446
4,1,1,-9.3303,-2.0083,26.5391,0.6352,4,145,2,101.5391,72.1284
4,1,1,-7.618,-1.0262,26.6446,1.4464,14,163,2,101.6446,0.1055
4,1,1,-9.5892,-8.9004,27.7959,1.4373,2,19,2,102.7959,1.1513
5,1,1,-7.6093,-1.0085,28.3454,0.5105,14,163,2,128.3454,25.5495
6,1,1,-7.5909,-5.9634,26.916,1.989,14,73,2,151.916,23.5706
6,1,1,-7.9884,0.2723,29.5853,1.9143,12,186,2,154.5853,2.6693
7,1,1,-5.7696,5.0983,30.8692,0.1567,25,274,2,180.8692,26.2839
9,1,1,-5.932,-3.842,26.9374,1.2413,24,111,2,226.9374,46.0682
11,1,1,-8.2273,0.674,29.2937,1.4161,10,194,2,279.2937,52.3563
12,1,1,-9.3869,4.8621,26.9004,0.8672,3,270,2,301.9004,22.6067
12,1,1,-6.3035,2.0669,29.4461,0.902,22,219,2,304.4461,2.5457
12,1,1,-7.8834,1.2402,30.8399,1.6854,12,204,2,305.8399,1.3938
13,1,1,-8.2835,-6.2996,28.2927,0.712,10,67,2,328.2927,22.4528
14,1,1,-7.1524,5.8076,28.2306,1.8169,17,287,2,353.2306,24.9379
14,1,1,-9.4144,-6.4722,28.3766,0.9904,3,64,2,353.3766,0.146
15,1,1,-8.5796,-5.1012,27.2343,1.963,8,89,2,377.2343,23.8577
15,1,1,-7.5545,-3.5432,30.0351,1.0232,14,117,2,380.0351,2.8008
18,1,1,-8.321,-8.0834,28.8026,0.9127,10,34,2,453.8026,73.7675
19,1,1,-7.9176,-5.7518,27.4694,0.9588,12,77,2,477.4694,23.6668
19,1,1,-8.5457,6.4428,30.3783,1.5509,8,298,2,480.3783,2.9089
20,1,1,-9.9259,3.7613,27.7114,1.4532,0,250,2,502.7114,22.3331
20,1,1,-8.1738,5.0779,28.3499,0.1197,11,274,2,503.3499,0.6385
21,1,1,-8.7858,-0.4605,27.8163,1.1043,7,173,2,527.8163,24.4664
22,1,1,-7.6709,-0.5927,26.1905,0.7919,14,171,2,551.1905,23.3742
22,1,1,-7.6709,-0.5927,26.1905,0.7919,14,170,2,551.1905,0.0
23,1,1,-7.9738,6.6044,26.8182,0.1976,12,301,2,576.8182,25.6277
24,1,1,-9.9089,-5.0931,27.1936,0.4849,0,89,2,602.1936,25.3754
25,1,1,-9.6015,7.5203,29.8754,0.1595,2,318,2,629.8754,27.6818
26,1,1,-8.1436,2.9546,27.0944,1.2142,11,235,2,652.0944,22.219
26,1,1,-8.0805,-9.747,28.7323,1.7756,11,4,2,653.7323,1.6379
26,1,1,-9.04,3.5035,29.9448,1.754,5,245,2,654.9448,1.2125
26,1,1,-6.3162,-0.3914,30.2265,0.5093,22,174,2,655.2265,0.2817
26,1,1,-6.5874,-4.6102,30.2864,0.3702,20,97,2,655.2864,0.0599
27,1,1,-6.1124,0.4825,28.5224,0.1265,23,190,2,678.5224,23.236
27,1,1,-6.8193,0.4808,30.7604,0.8221,19,190,2,680.7604,2.238
28,1,1,-6.5487,3.0206,27.6032,1.5946,20,236,2,702.6032,21.8428
29,1,1,-9.1021,0.7278,29.0999,1.7893,5,195,2,729.0999,26.4967
29,1,1,-5.241,3.1371,29.403,1.2605,28,238,2,729.403,0.3031
30,1,1,-8.2127,-6.4104,26.7334,0.502,10,65,2,751.7334,22.3304
30,1,1,-5.8362,2.6608,28.1707,0.1569,25,230,2,753.1707,1.4373
31,1,1,-6.0521,3.2718,30.7629,0.1214,23,241,2,780.7629,27.5922
34,1,1,-5.3413,-9.4964,26.1706,1.2168,28,9,2,851.1706,70.4077
34,1,1,-6.6312,-9.9528,27.8465,1.3249,20,0,2,852.8465,1.6759
34,1,1,-9.5397,-2.3997,29.6863,0.7637,2,138,2,854.6863,1.8398
35,1,1,-9.4013,4.7554,26.2967,1.1821,3,268,2,876.2967,21.6104
35,1,1,-9.4013,4.7554,26.2967,1.1821,3,269,2,876.2967,0.0
35,1,1,-8.5648,-1.7473,27.1389,1.9437,8,150,2,877.1389,0.8422
35,1,1,-8.3067,3.6716,29.0082,0.4505,10,248,2,879.0082,1.8693
37,1,1,-5.7734,-7.7622,26.7797,0.9453,25,40,2,926.7797,47.7715
37,1,1,-5.3736,-8.8865,28.048,1.8564,28,20,2,928.048,1.2683
40,1,1,-7.7014,5.3215,27.1942,1.8383,13,278,2,1002.1942,74.1462
40,1,1,-8.7676,2.7954,30.2682,0.9056,7,232,2,1005.2682,3.074
41,1,1,-7.5995,1.8522,29.5908,0.8585,14,215,2,1029.5908,24.3226
42,1,1,-8.9686,0.7717,29.1172,0.4685,6,195,2,1054.1172,24.5264
42,1,1,-8.7953,-3.4544,30.5846,0.1886,7,119,2,1055.5846,1.4674
43,1,1,-7.1137,3.2152,26.0861,1.4764,17,240,2,1076.0861,20.5015
44,1,1,-8.0505,3.6823,30.5419,1.6478,11,248,2,1105.5419,29.4558
44,1,1,-6.5191,5.6651,30.57,0.949,21,284,2,1105.57,0.0281
45,1,1,-9.4439,2.8237,29.4251,0.3374,3,233,2,1129.4251,23.8551
46,1,1,-7.3646,-6.0606,28.9961,1.6437,15,71,2,1153.9961,24.571
46,1,1,-7.6749,3.4199,29.7601,0.3423,14,243,2,1154.7601,0.764
47,1,1,-8.8562,-5.2391,27.1219,0.3265,6,86,2,1177.1219,22.3618
48,1,1,-6.3875,7.5459,27.3374,1.4659,21,319,2,1202.3374,25.2155
48,1,1,-9.0762,-2.3369,28.2063,1.4292,5,139,2,1203.2063,0.8689
48,1,1,-6.5246,1.8196,28.217,1.4827,21,214,2,1203.217,0.0107
48,1,1,-5.4295,-5.5694,30.4552,1.7877,27,80,2,1205.4552,2.2382
49,1,1,-9.0032,0.9357,29.5916,1.2182,6,198,2,1229.5916,24.1364
50,1,1,-9.3747,-4.7421,26.8909,1.256,3,95,2,1251.8909,22.2993
50,1,1,-5.6616,3.2991,27.5693,0.6579,26,241,2,1252.5693,0.6784
50,1,1,-6.3472,-7.6512,29.6142,0.3906,22,42,2,1254.6142,2.0449
