Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
2,1,1,-8.6428,1.5967,26.3416,1.5014,8,210,2,51.3416,51.3416
7,1,1,-6.4495,-8.4862,26.707,1.2599,21,27,2,176.707,125.3654
8,1,1,-9.7704,-4.2037,28.0631,0.209,1,105,2,203.0631,26.3561
8,1,1,-7.8323,0.8922,29.5901,1.1643,13,198,2,204.5901,1.527
18,1,1,-8.3283,6.9311,29.2498,0.6699,10,307,2,454.2498,249.6597
20,1,1,-9.5913,5.9458,28.4304,0.3867,2,289,2,503.4304,49.1806
30,1,1,-8.864,5.7857,30.5787,1.7073,6,287,2,755.5787,252.1483
31,1,1,-9.1256,-2.8649,29.3754,0.6861,5,129,2,779.3754,23.7967
33,1,1,-6.1568,-3.2917,28.7685,0.1034,23,121,2,828.7685,49.3931
37,1,1,-5.5451,4.5727,29.8698,1.7566,26,264,2,929.8698,101.1013
38,1,1,-5.5097,-7.9015,30.9974,1.9867,27,38,2,955.9974,26.1276
42,1,1,-9.2227,2.8681,28.7252,1.6124,4,233,2,1053.7252,97.7278
52,1,1,-5.3573,-5.4335,29.4689,0.1657,28,83,2,1304.4689,250.7437
53,1,1,-5.6839,-2.132,28.03,0.3106,26,143,2,1328.03,23.5611
55,1,1,-9.2555,7.3791,27.2795,1.4213,4,315,2,1377.2795,49.2495
57,1,1,-7.7555,4.5867,26.1501,1.4329,13,265,2,1426.1501,48.8706
60,1,1,-7.1036,-7.9195,28.6472,0.5628,17,37,2,1503.6472,77.4971
65,1,1,-9.3402,6.2732,29.3402,0.8072,3,295,2,1629.3402,125.693
67,1,1,-7.5498,4.7306,27.9722,0.137,14,267,2,1677.9722,48.632
68,1,1,-8.0925,1.9148,27.1061,1.5472,11,216,2,1702.1061,24.1339
69,1,1,-5.2809,-2.4718,28.4453,1.7329,28,136,2,1728.4453,26.3392
71,1,1,-9.1239,-1.7492,28.8098,0.6286,5,150,2,1778.8098,50.3645
72,1,1,-6.1245,1.639,29.5557,1.8966,23,211,2,1804.5557,25.7459
73,1,1,-5.3554,-5.0239,26.9715,0.2459,28,90,2,1826.9715,22.4158
77,1,1,-5.8566,0.3699,26.9494,0.7787,25,188,2,1926.9494,99.9779
82,1,1,-6.4176,-5.6352,26.7333,1.8271,21,79,2,2051.7333,124.7839
83,1,1,-6.7881,-2.807,27.3045,0.2389,19,130,2,2077.3045,25.5712
97,1,1,-7.7342,7.0611,28.3248,1.6414,13,310,2,2428.3248,351.0203
101,1,1,-5.6303,0.7294,27.9496,0.788,26,195,2,2527.9496,99.6248
105,1,1,-8.3479,-6.8465,28.4012,0.5245,10,57,2,2628.4012,100.4516
109,1,1,-7.0197,0.7899,27.2068,1.7544,18,196,2,2727.2068,98.8056
113,1,1,-8.6154,-5.975,27.2894,0.3857,8,73,2,2827.2894,100.0826
116,1,1,-5.249,0.4114,28.2643,1.9481,28,189,2,2903.2643,75.9749
117,1,1,-6.812,-1.5091,26.1124,0.7415,19,154,2,2926.1124,22.8481
120,1,1,-9.7933,4.9329,29.9754,1.1927,1,271,2,3004.9754,78.863
124,1,1,-6.2012,1.4711,27.7426,1.6291,23,208,2,3102.7426,97.7672
137,1,1,-7.8673,-8.0157,30.4606,0.8193,12,36,2,3430.4606,327.718
139,1,1,-7.0131,-9.7162,29.1674,1.4153,18,5,2,3479.1674,48.7068
149,1,1,-7.0857,7.1041,28.6354,0.8794,17,310,2,3728.6354,249.468
149,1,1,-9.1342,-8.8421,30.9502,1.6864,5,21,2,3730.9502,2.3148
151,1,1,-8.8495,1.8312,28.5248,0.7653,6,215,2,3778.5248,47.5746
152,1,1,-6.6781,0.7275,26.3756,0.1212,20,195,2,3801.3756,22.8508
152,1,1,-8.4762,4.7092,28.5491,1.359,9,267,2,3803.5491,2.1735
153,1,1,-5.5719,-3.0604,27.8586,1.0727,26,126,2,3827.8586,24.3095
160,1,1,-7.9458,-2.2775,29.0207,0.6467,12,140,2,4004.0207,176.1621
161,1,1,-8.5362,-1.7478,29.4953,1.9891,8,150,2,4029.4953,25.4746
162,1,1,-7.4434,-6.6909,27.4254,1.4108,15,60,2,4052.4254,22.9301
163,1,1,-7.0975,-0.5157,26.1978,0.2375,17,172,2,4076.1978,23.7724
163,1,1,-6.2531,0.9859,29.9478,1.6426,22,199,2,4079.9478,3.75
166,1,1,-6.4315,4.4916,26.4785,0.1132,21,263,2,4151.4785,71.5307
167,1,1,-8.5137,0.4431,27.5229,1.6111,9,189,2,4177.5229,26.0444
169,1,1,-6.9859,6.4203,30.0627,0.6192,18,298,2,4230.0627,52.5398
174,1,1,-7.4219,-6.086,26.7433,1.6614,15,71,2,4351.7433,121.6806
175,1,1,-9.8761,-4.0919,28.904,0.2926,0,107,2,4378.904,27.1607
175,1,1,-6.7205,2.3757,30.5917,0.1882,19,225,2,4380.5917,1.6877
