Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
2,1,1,-5.9486,1.9502,28.2871,0.4125,24,217,2,53.287099999999995,53.287099999999995
4,1,1,-7.9939,0.464,26.1731,1.9787,12,190,2,101.1731,47.886
4,1,1,-7.1834,0.0958,28.8215,0.8141,17,183,2,103.8215,2.6484
4,1,1,-7.948,6.9777,30.4542,0.1935,12,308,2,105.4542,1.6327
5,1,1,-5.5756,3.992,28.5895,0.355,26,254,2,128.5895,23.1353
6,1,1,-9.2873,5.1827,26.1891,1.1655,4,276,2,151.1891,22.5996
6,1,1,-8.8362,-1.1017,26.8297,1.3606,7,161,2,151.8297,0.6406
8,1,1,-8.1567,1.9049,28.7764,0.339,11,216,2,203.7764,51.9467
10,1,1,-7.8843,-8.4614,30.3908,1.0786,12,27,2,255.3908,51.6144
16,1,1,-9.7843,-3.2295,28.6791,1.8846,1,123,2,403.6791,148.2883
18,1,1,-9.3757,1.0126,27.0357,1.484,3,200,2,452.0357,48.3566
18,1,1,-9.7731,-9.6507,28.4219,1.1148,1,6,2,453.4219,1.3862
18,1,1,-8.5535,-1.6619,30.6615,1.1119,8,151,2,455.6615,2.2396
19,1,1,-8.8191,-4.8508,29.9478,1.5455,7,93,2,479.94780000000003,24.2863
25,1,1,-5.8187,5.8476,29.4648,1.0327,25,288,2,629.4648,149.517
27,1,1,-7.9874,-0.2054,29.0122,0.8493,12,178,2,679.0122,49.5474
28,1,1,-8.6525,7.0422,28.3238,0.6093,8,309,2,703.3238,24.3116
29,1,1,-7.05,5.7517,27.1431,1.0757,17,286,2,727.1431,23.8193
32,1,1,-5.5036,-9.8686,27.5493,0.1884,27,2,2,802.5493,75.4062
33,1,1,-8.5375,6.7894,30.4807,1.4157,8,305,2,830.4807,27.9314
37,1,1,-8.0942,-7.7789,30.0941,0.5538,11,40,2,930.0941,99.6134
38,1,1,-8.8039,-5.685,28.0086,0.597,7,78,2,953.0086,22.9145
39,1,1,-7.8726,2.6635,27.3443,1.4185,12,230,2,977.3443,24.3357
42,1,1,-8.1239,-8.2682,28.592,0.5072,11,31,2,1053.592,76.2477
43,1,1,-9.2271,3.2668,27.273,1.3946,4,241,2,1077.273,23.681
44,1,1,-7.8624,-0.0655,28.7527,1.0626,12,180,2,1103.7527,26.4797
47,1,1,-5.6348,-8.7236,27.103,0.9204,26,23,2,1177.103,73.3503
48,1,1,-9.0465,7.3016,30.0568,0.6278,5,314,2,1205.0568,27.9538
49,1,1,-8.3687,-6.6675,26.5919,1.2862,9,60,2,1226.5919,21.5351
51,1,1,-9.2263,-6.9168,30.0697,1.2125,4,56,2,1280.0697,53.4778
52,1,1,-6.6187,-8.1981,27.532,1.3955,20,32,2,1302.532,22.4623
54,1,1,-8.6077,5.6882,26.1028,1.5763,8,285,2,1351.1028,48.5708
56,1,1,-7.1277,-9.6758,28.6346,1.3627,17,5,2,1403.6346,52.5318
58,1,1,-8.7897,-8.1125,28.9847,0.7884,7,34,2,1453.9847,50.3501
59,1,1,-6.8859,0.4778,26.1808,1.5671,18,190,2,1476.1808,22.1961
65,1,1,-6.185,7.4056,26.3899,0.1134,23,316,2,1626.3899,150.2091
69,1,1,-9.7504,-0.6784,27.1418,0.1636,1,169,2,1727.1418,100.7519
70,1,1,-8.7711,7.3948,30.6151,1.1205,7,316,2,1755.6151,28.4733
72,1,1,-8.9049,-9.2344,26.9972,1.2672,6,13,2,1801.9972,46.3821
73,1,1,-5.481,4.8831,26.1451,0.4957,27,270,2,1826.1451,24.1479
73,1,1,-9.3115,2.5416,28.0889,0.2975,4,228,2,1828.0889,1.9438
76,1,1,-6.3951,-5.3335,26.272,1.0825,21,84,2,1901.272,73.1831
77,1,1,-7.8445,-8.7274,28.223,1.2385,13,23,2,1928.223,26.951
78,1,1,-7.4064,5.7831,28.4335,1.7447,15,286,2,1953.4335,25.2105
79,1,1,-6.6285,-5.1259,26.4203,0.3322,20,88,2,1976.4203,22.9868
80,1,1,-9.5732,-6.929,27.3008,0.2844,2,55,2,2002.3008,25.8805
80,1,1,-5.4072,1.1253,27.6709,1.6998,27,202,2,2002.6709,0.3701
81,1,1,-9.5073,6.0158,27.572,1.0849,2,291,2,2027.572,24.9011
81,1,1,-5.2187,5.957,28.0504,1.6876,28,290,2,2028.0504,0.4784
83,1,1,-6.4403,6.2178,27.6367,1.3228,21,294,2,2077.6367,49.5863
84,1,1,-5.4512,-0.9135,26.7363,1.5378,27,165,2,2101.7363,24.0996
87,1,1,-8.3117,3.8073,30.1844,1.6773,10,251,2,2180.1844,78.4481
88,1,1,-8.2638,-9.7483,29.2504,0.8137,10,4,2,2204.2504,24.066
89,1,1,-9.7789,7.1125,29.8598,0.4203,1,311,2,2229.8598,25.6094
91,1,1,-9.0376,1.8745,28.0874,0.2217,5,215,2,2278.0874,48.2276
91,1,1,-5.2998,7.2266,29.3864,0.6045,28,313,2,2279.3864,1.299
93,1,1,-5.5147,-9.5367,29.0984,0.2179,27,8,2,2329.0984,49.712
94,1,1,-9.5478,-2.6184,26.7767,1.7568,2,134,2,2351.7767,22.6783
96,1,1,-9.2255,-2.7711,26.4478,1.5674,4,131,2,2401.4478,49.6711
96,1,1,-5.7996,1.579,28.0465,1.858,25,210,2,2403.0465,1.5987
100,1,1,-8.9764,1.406,28.3709,0.3501,6,207,2,2503.3709,100.3244
102,1,1,-6.1744,6.7952,30.3084,1.3418,23,305,2,2555.3084,51.9375
108,1,1,-8.1276,0.1893,29.0129,1.9242,11,185,2,2704.0129,148.7045
109,1,1,-6.3577,1.6906,26.0874,1.69,22,212,2,2726.0874,22.0745
109,1,1,-6.5121,-7.074,26.4992,0.5885,21,53,2,2726.4992,0.4118
111,1,1,-8.6735,7.5794,28.9875,1.6819,8,319,2,2778.9875,52.4883
112,1,1,-7.4191,-7.7355,29.5148,0.1637,15,41,2,2804.5148,25.5273
115,1,1,-5.4676,-0.8781,26.7044,1.4656,27,165,2,2876.7044,72.1896
118,1,1,-8.4341,1.8176,29.5441,1.914,9,214,2,2954.5441,77.8397
119,1,1,-7.1161,-2.0183,29.8201,1.2869,17,145,2,2979.8201,25.276
119,1,1,-9.7169,1.1713,30.8198,0.5348,1,203,2,2980.8198,0.9997
121,1,1,-5.7214,4.9664,26.5624,0.3116,25,272,2,3026.5624,45.7426
122,1,1,-5.7971,0.9921,27.7822,0.892,25,199,2,3052.7822,26.2198
123,1,1,-9.2214,3.0413,28.6849,0.1394,4,237,2,3078.6849,25.9027
125,1,1,-5.4491,-9.1233,26.3291,1.6488,27,15,2,3126.3291,47.6442
125,1,1,-5.4874,-8.4424,28.9975,1.7176,27,28,2,3128.9975,2.6684
126,1,1,-6.3946,1.1832,26.6523,1.8652,21,203,2,3151.6523,22.6548
126,1,1,-7.2466,-6.5636,28.4108,1.648,16,62,2,3153.4108,1.7585
126,1,1,-7.826,-8.3218,30.0092,0.4308,13,30,2,3155.0092,1.5984
127,1,1,-7.5974,-8.9113,28.5317,0.241,14,19,2,3178.5317,23.5225
128,1,1,-9.11,-7.521,27.6348,1.9467,5,45,2,3202.6348,24.1031
131,1,1,-7.5046,-9.7404,29.738,0.4247,15,4,2,3279.738,77.1032
131,1,1,-8.4793,4.8997,30.9329,1.4842,9,270,2,3280.9329,1.1949
133,1,1,-6.3417,-0.0517,26.1796,0.599,22,180,2,3326.1796,45.2467
134,1,1,-7.6923,-5.1066,26.6741,1.9823,13,88,2,3351.6741,25.4945
135,1,1,-8.0297,-4.5919,28.0925,0.1377,11,98,2,3378.0925,26.4184
136,1,1,-8.8397,0.1339,30.7517,0.4372,7,184,2,3405.7517,27.6592
141,1,1,-6.9815,-9.8522,27.3152,0.2406,18,2,2,3527.3152,121.5635
142,1,1,-8.0959,2.2507,27.5604,1.4776,11,222,2,3552.5604,25.2452
142,1,1,-9.7308,-2.066,29.1281,0.2998,1,144,2,3554.1281,1.5677
143,1,1,-5.2848,-4.1565,30.4643,1.2536,28,106,2,3580.4643,26.3362
145,1,1,-8.7232,1.4612,27.669,0.1953,7,208,2,3627.669,47.2047
145,1,1,-5.855,-3.5699,30.4963,1.7031,25,116,2,3630.4963,2.8273
150,1,1,-9.4729,-3.5545,26.3139,0.4175,3,117,2,3751.3139,120.8176
151,1,1,-7.954,-4.2075,26.2198,1.9271,12,105,2,3776.2198,24.9059
152,1,1,-7.3468,-8.7976,29.1525,1.8599,16,21,2,3804.1525,27.9327
153,1,1,-7.344,3.2825,28.4159,0.7735,16,241,2,3828.4159,24.2634
158,1,1,-7.5434,-4.9322,30.8675,0.1963,14,92,2,3955.8675,127.4516
161,1,1,-6.2762,-7.4135,26.7662,1.807,22,47,2,4026.7662,70.8987
161,1,1,-8.2382,-9.0925,30.2695,1.075,10,16,2,4030.2695,3.5033
162,1,1,-8.1821,6.5944,27.0804,0.6439,11,301,2,4052.0804,21.8109
163,1,1,-8.8582,1.0967,29.9225,0.8751,6,201,2,4079.9225,27.8421
164,1,1,-8.8242,-6.4938,27.253,0.2385,7,63,2,4102.253,22.3305
165,1,1,-6.574,6.7918,26.1375,1.2627,20,305,2,4126.1375,23.8845
165,1,1,-6.1579,-6.7082,26.2671,0.7824,23,59,2,4126.2671,0.1296
166,1,1,-8.1114,0.0402,26.6996,1.8977,11,182,2,4151.6996,25.4325
167,1,1,-8.3312,-6.6712,28.0536,0.2651,10,60,2,4178.0536,26.354
170,1,1,-7.5264,-2.8699,27.9496,1.1364,14,129,2,4252.9496,74.896
170,1,1,-9.8351,1.9134,29.5665,1.3964,0,216,2,4254.5665,1.6169
173,1,1,-9.1593,3.4704,27.7842,1.4364,5,244,2,4327.7842,73.2177
176,1,1,-6.6414,-3.8896,26.7944,0.5641,20,111,2,4401.7944,74.0102
178,1,1,-7.8324,-1.5182,29.5139,0.3386,13,154,2,4454.5139,52.7195
178,1,1,-8.2068,-5.4361,29.8498,1.867,10,82,2,4454.8498,0.3359
179,1,1,-9.4288,-9.7659,30.5695,0.6459,3,4,2,4480.5695,25.7197
181,1,1,-5.7896,3.5693,26.3623,0.5098,25,246,2,4526.3623,45.7928
186,1,1,-6.5079,-8.7885,26.7321,0.3985,21,22,2,4651.7321,125.3698
187,1,1,-5.4615,-0.2916,28.4845,1.9105,27,176,2,4678.4845,26.7524
189,1,1,-9.6172,-4.9886,27.2966,0.5384,2,91,2,4727.2966,48.8121
189,1,1,-6.7246,-5.9634,30.414,0.9665,19,73,2,4730.414,3.1174
190,1,1,-7.2917,1.087,26.7488,0.7308,16,201,2,4751.7488,21.3348
190,1,1,-9.0042,-8.8445,28.6776,1.581,6,21,2,4753.6776,1.9288
192,1,1,-5.8631,6.2414,27.4318,1.9564,25,295,2,4802.4318,48.7542
192,1,1,-7.1421,-0.5665,27.7924,0.9661,17,171,2,4802.7924,0.3606
194,1,1,-9.2661,3.5461,26.381,1.8014,4,246,2,4851.381,48.5886
198,1,1,-7.2967,-2.0209,27.2631,0.801,16,145,2,4952.2631,100.8821
200,1,1,-5.3443,3.3781,29.0076,1.7682,28,243,2,5004.0076,51.7445
200,1,1,-7.0397,-2.0862,29.1909,0.7148,17,143,2,5004.1909,0.1833
201,1,1,-9.9098,0.4336,29.3315,0.9506,0,189,2,5029.3315,25.1406
203,1,1,-7.8507,1.6335,26.3814,1.3909,13,211,2,5076.3814,47.0499
203,1,1,-5.4569,3.9782,27.5261,0.225,27,254,2,5077.5261,1.1447
203,1,1,-8.0998,-4.6758,28.5524,1.6679,11,96,2,5078.5524,1.0263
204,1,1,-5.5699,1.2021,29.743,0.5105,26,203,2,5104.743,26.1906
205,1,1,-7.5739,-5.8899,29.1482,1.8094,14,74,2,5129.1482,24.4052
206,1,1,-6.4591,-3.6773,30.194,1.6044,21,114,2,5155.194,26.0458
207,1,1,-9.0847,2.8684,27.0345,1.7469,5,233,2,5177.0345,21.8405
207,1,1,-6.8672,-0.0606,29.9037,0.3497,18,180,2,5179.9037,2.8692
208,1,1,-5.2765,-0.2493,27.8743,1.4372,28,177,2,5202.8743,22.9706
209,1,1,-6.5131,6.4452,28.3826,0.4807,21,299,2,5228.3826,25.5083
209,1,1,-6.9649,3.5113,30.3522,1.1981,18,245,2,5230.3522,1.9696
210,1,1,-9.454,-7.8583,28.3053,0.4873,3,38,2,5253.3053,22.9531
210,1,1,-6.8795,-2.2282,30.7517,0.7054,18,141,2,5255.7517,2.4464
212,1,1,-5.4231,-6.1944,27.6257,0.9836,27,69,2,5302.6257,46.874
218,1,1,-7.2373,0.1574,27.0525,1.4499,16,184,2,5452.0525,149.4268
219,1,1,-9.6924,3.6009,30.1008,0.2501,1,247,2,5480.1008,28.0483
221,1,1,-8.8441,2.2525,26.0173,0.9959,7,222,2,5526.0173,45.9165
221,1,1,-9.9252,-2.3184,27.1078,1.0784,0,139,2,5527.1078,1.0905
221,1,1,-8.9643,3.2944,29.2046,1.3682,6,241,2,5529.2046,2.0968
222,1,1,-8.8439,5.9599,26.2582,1.1305,7,290,2,5551.2582,22.0536
224,1,1,-8.4564,-0.1963,26.6025,1.9762,9,178,2,5601.6025,50.3443
227,1,1,-9.8381,5.5513,29.7246,1.265,0,282,2,5679.7246,78.1221
228,1,1,-9.3698,6.9153,28.2101,1.6754,3,307,2,5703.2101,23.4855
229,1,1,-5.9698,-4.3457,26.096,1.8154,24,102,2,5726.096,22.8859
229,1,1,-9.0967,-2.5729,30.2344,0.3158,5,135,2,5730.2344,4.1384
230,1,1,-8.8338,6.948,26.488,1.1947,7,308,2,5751.488,21.2536
232,1,1,-7.4578,5.3508,30.4803,1.8916,15,279,2,5805.4803,53.9923
233,1,1,-6.4766,-0.1908,27.7143,1.3288,21,178,2,5827.7143,22.234
236,1,1,-7.9268,4.9048,29.9888,0.6244,12,270,2,5904.9888,77.2745
240,1,1,-8.7174,-1.2932,27.401,0.1121,7,158,2,6002.401,97.4122
240,1,1,-7.8885,-0.8926,30.7116,0.2051,12,165,2,6005.7116,3.3106
242,1,1,-7.2637,-7.0928,27.5137,1.4828,16,52,2,6052.5137,46.8021
243,1,1,-7.6156,4.5468,28.1567,0.3864,14,264,2,6078.1567,25.643
243,1,1,-5.262,4.2192,30.6725,1.1713,28,258,2,6080.6725,2.5158
244,1,1,-8.9122,-8.7091,30.2176,0.8735,6,23,2,6105.2176,24.5451
245,1,1,-6.1833,-2.2402,26.9009,1.9159,23,141,2,6126.9009,21.6833
249,1,1,-6.9913,-1.6938,26.5181,0.3595,18,151,2,6226.5181,99.6172
250,1,1,-8.8396,-5.9695,27.7953,0.4888,7,73,2,6252.7953,26.2772
253,1,1,-5.7719,0.6434,30.8633,1.7029,25,193,2,6330.8633,78.068
253,1,1,-6.6717,7.1114,30.8736,1.3778,20,311,2,6330.8736,0.0103
259,1,1,-9.2601,4.6916,26.0704,0.3528,4,267,2,6476.0704,145.1968
259,1,1,-9.6205,-2.7709,30.6955,1.8345,2,131,2,6480.6955,4.6251
260,1,1,-8.1069,-7.5573,30.2227,1.868,11,44,2,6505.2227,24.5272
260,1,1,-8.9248,1.884,30.9695,1.9444,6,216,2,6505.9695,0.7468
262,1,1,-5.5067,6.2659,29.1278,1.5391,27,295,2,6554.1278,48.1583
262,1,1,-6.2579,-6.2232,30.7081,1.2092,22,68,2,6555.7081,1.5803
267,1,1,-9.788,-4.8012,29.9462,1.4996,1,94,2,6679.9462,124.2381
270,1,1,-7.5615,3.0415,28.27,0.9279,14,237,2,6753.27,73.3238
271,1,1,-6.8354,-4.6353,28.0441,0.1704,19,97,2,6778.0441,24.7741
272,1,1,-6.2658,3.5771,27.9358,1.0791,22,246,2,6802.9358,24.8917
277,1,1,-5.887,-7.9685,26.8953,0.4494,24,36,2,6926.8953,123.9595
278,1,1,-9.7455,-1.1066,27.0712,1.6223,1,161,2,6952.0712,25.1759
278,1,1,-6.4012,-7.4416,29.1564,1.8099,21,46,2,6954.1564,2.0852
280,1,1,-8.4336,-7.3506,29.5589,0.8975,9,48,2,7004.5589,50.4025
280,1,1,-9.2269,-0.39,30.677,1.4868,4,174,2,7005.677,1.1181
281,1,1,-7.4242,2.1065,28.6698,0.8805,15,220,2,7028.6698,22.9928
282,1,1,-9.5309,-4.818,26.9011,0.8328,2,94,2,7051.9011,23.2313
282,1,1,-9.0186,4.694,27.1386,1.7395,5,267,2,7052.1386,0.2375
283,1,1,-8.3764,-8.3016,30.5099,0.8313,9,30,2,7080.5099,28.3713
284,1,1,-8.1271,-6.702,29.4526,1.7742,11,59,2,7104.4526,23.9427
285,1,1,-7.9157,5.9719,29.1777,0.2978,12,290,2,7129.1777,24.7251
287,1,1,-9.4556,-8.2679,26.6203,0.9889,3,31,2,7176.6203,47.4426
287,1,1,-9.9003,-3.4285,28.8933,1.4266,0,119,2,7178.8933,2.273
290,1,1,-6.2202,-3.1451,27.0544,0.8727,22,124,2,7252.0544,73.1611
