Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
23,1,1,-7.6184,-1.2948,27.8527,0,14,158,2,577.8527,577.8527
23,1,1,-8.5784,-1.5463,29.7585,0,8,153,2,579.7585,1.9058
26,1,1,-5.5536,-3.6959,30.6299,0,26,114,2,655.6299,75.8714
31,1,1,-7.7055,-2.1356,28.1649,0,13,142,2,778.1649,122.535
42,1,1,-7.6774,2.9309,30.2637,0,14,235,2,1055.2637,277.0988
69,1,1,-8.7409,5.2461,27.4329,0,7,277,2,1727.4329,672.1692
76,1,1,-6.9546,2.357,30.7086,0,18,224,2,1905.7086,178.2757
77,1,1,-8.2101,-7.9719,26.0156,0,10,36,2,1926.0156,20.307
94,1,1,-9.8326,2.2879,26.6911,0,1,223,2,2351.6911,425.6755
103,1,1,-7.776,-5.1551,26.4728,0,13,88,2,2576.4728,224.7817
111,1,1,-6.287,2.8434,30.3065,0,22,233,2,2780.3065,203.8337
116,1,1,-5.817,0.844,27.0539,0,25,197,2,2902.0539,121.7474
119,1,1,-7.2964,-4.4055,26.6051,0,16,101,2,2976.6051,74.5512
133,1,1,-7.797,-7.7867,26.5676,0,13,40,2,3326.5676,349.9625
136,1,1,-7.2808,-4.1891,29.3335,0,16,105,2,3404.3335,77.7659
136,1,1,-7.2986,7.105,29.5596,0,16,311,2,3404.5596,0.2261
139,1,1,-9.0453,-2.8794,27.1721,0,5,129,2,3477.1721,72.6125
148,1,1,-5.7412,-7.2758,28.9393,0,25,49,2,3703.9393,226.7672
163,1,1,-9.4805,-4.232,28.7601,0,3,104,2,4078.7601,374.8208
171,1,1,-6.9877,-7.3168,28.6875,0,18,48,2,4278.6875,199.9274
171,1,1,-8.776,-3.324,28.9236,0,7,121,2,4278.9236,0.2361
200,1,1,-9.8357,6.9688,26.1059,0,0,308,2,5001.1059,722.1823
211,1,1,-9.0823,-6.0918,29.686,0,5,71,2,5279.686,278.5801
214,1,1,-5.3585,1.9465,28.0614,0,28,217,2,5353.0614,73.3754
216,1,1,-7.8365,-8.7978,30.3883,0,13,21,2,5405.3883,52.3269
218,1,1,-7.948,5.1664,30.5662,0,12,275,2,5455.5662,50.1779
227,1,1,-9.6367,2.588,27.6223,0,2,228,2,5677.6223,222.0561
253,1,1,-8.9512,-0.2307,29.8104,0,6,177,2,6329.8104,652.1881
266,1,1,-7.6928,-5.1174,26.4815,0,13,88,2,6651.4815,321.6711
270,1,1,-5.7989,-9.773,26.2069,0,25,4,2,6751.2069,99.7254
276,1,1,-7.8951,2.2881,30.0041,0,12,223,2,6905.0041,153.7972
278,1,1,-9.7264,-5.4382,28.7666,0,1,82,2,6953.7666,48.7625
279,1,1,-6.0661,-7.1735,30.1436,0,23,51,2,6980.1436,26.377
282,1,1,-7.1585,-5.0525,26.1645,0,17,89,2,7051.1645,71.0209
287,1,1,-7.0813,-1.366,27.5913,0,17,156,2,7177.5913,126.4268
296,1,1,-5.5918,-8.3731,27.9907,0,26,29,2,7402.9907,225.3994
301,1,1,-6.1892,-6.9542,27.6752,0,23,55,2,7527.6752,124.6845
301,1,1,-8.9691,-3.2632,29.0747,0,6,122,2,7529.0747,1.3995
303,1,1,-6.1224,-4.7134,29.3339,0,23,96,2,7579.3339,50.2592
308,1,1,-8.9229,-9.0565,27.1786,0,6,17,2,7702.1786,122.8447
