Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
3,1,1,-7.7519,-6.5126,27.2205,0,13,63,2,77.2205,77.2205
4,1,1,-7.763,0.4962,30.2585,0,13,190,2,105.2585,28.038
8,1,1,-5.6324,2.9534,29.9672,0,26,235,2,204.9672,99.7087
30,1,1,-7.0314,-3.3599,28.099,0,17,120,2,753.099,548.1318
32,1,1,-7.0513,7.2416,30.7918,0,17,313,2,805.7918,52.6928
39,1,1,-9.007,-7.8523,30.3096,0,6,39,2,980.3096,174.5178
45,1,1,-7.1327,7.3516,26.5428,0,17,315,2,1126.5428,146.2332
80,1,1,-6.8964,5.058,26.6836,0,18,273,2,2001.6836,875.1408
90,1,1,-8.6129,3.3706,28.9158,0,8,243,2,2253.9158,252.2322
95,1,1,-5.7316,5.0983,29.6459,0,25,274,2,2379.6459,125.7301
98,1,1,-9.513,1.534,28.4164,0,2,209,2,2453.4164,73.7705
112,1,1,-6.7297,-3.2012,26.2903,0,19,123,2,2801.2903,347.8739
128,1,1,-6.5547,4.601,30.6432,0,20,265,2,3205.6432,404.3529
133,1,1,-9.6491,1.0053,30.0203,0,2,200,2,3330.0203,124.3771
136,1,1,-9.0183,-6.4465,27.2794,0,5,64,2,3402.2794,72.2591
141,1,1,-6.6866,4.3021,29.7261,0,20,260,2,3529.7261,127.4467
144,1,1,-6.8577,3.4885,26.1064,0,19,245,2,3601.1064,71.3803
155,1,1,-8.9625,-5.0633,27.9541,0,6,89,2,3877.9541,276.8477
195,1,1,-6.9556,-5.8234,30.6187,0,18,75,2,4880.6187,1002.6646
206,1,1,-9.6051,-1.3816,27.8541,0,2,156,2,5152.8541,272.2354
206,1,1,-5.856,-3.5077,29.7622,0,25,118,2,5154.7622,1.9081
235,1,1,-5.2597,3.6599,30.0303,0,28,248,2,5880.0303,725.2681
238,1,1,-8.8688,-5.9818,29.4886,0,6,73,2,5954.4886,74.4583
246,1,1,-9.9844,4.7677,29.2597,0,0,268,2,6154.2597,199.7711
291,1,1,-6.0112,1.7613,30.5567,0,24,213,2,7280.5567,1126.297
299,1,1,-9.9327,4.749,29.1445,0,0,268,2,7479.1445,198.5878
307,1,1,-6.643,6.5205,30.9232,0,20,300,2,7680.9232,201.7787
333,1,1,-9.087,-4.1903,29.7361,0,5,105,2,8329.7361,648.8129
347,1,1,-9.4932,-2.5797,28.9437,0,3,134,2,8678.9437,349.2076
355,1,1,-5.6734,5.1163,30.2656,0,26,274,2,8880.2656,201.3219
361,1,1,-9.596,-1.2494,27.0472,0,2,159,2,9027.0472,146.7816
390,1,1,-9.1397,0.2636,28.7045,0,5,186,2,9753.7045,726.6573
402,1,1,-5.5594,3.7784,28.983,0,26,250,2,10053.983,300.2785
410,1,1,-9.2742,-0.9535,30.4599,0,4,164,2,10255.4599,201.4769
418,1,1,-9.896,-1.3039,26.7518,0,0,158,2,10451.7518,196.2919
423,1,1,-9.2654,1.9322,28.992,0,4,216,2,10578.992,127.2402
425,1,1,-7.556,-8.6246,26.8027,0,14,25,2,10626.8027,47.8107
425,1,1,-8.8742,-6.186,28.4229,0,6,69,2,10628.4229,1.6202
443,1,1,-7.1098,5.4227,29.1454,0,17,280,2,11079.1454,450.7225
443,1,1,-9.6384,0.1503,29.3244,0,2,184,2,11079.3244,0.179
447,1,1,-6.0583,-0.3227,28.5397,0,23,175,2,11178.5397,99.2153
450,1,1,-7.873,6.9959,30.7376,0,12,309,2,11255.7376,77.1979
497,1,1,-7.7363,-9.9418,30.6022,0,13,1,2,12430.6022,1174.8646
540,1,1,-7.9081,-1.9718,26.1887,0,12,145,2,13501.1887,1070.5865
544,1,1,-7.1131,-5.3072,26.8194,0,17,85,2,13601.8194,100.6307
556,1,1,-8.3455,5.0636,27.8085,0,10,273,2,13902.8085,300.9891
571,1,1,-5.7455,2.3136,27.229,0,25,223,2,14277.229,374.4205
599,1,1,-5.921,7.2519,30.7709,0,24,313,2,14980.7709,703.5419
600,1,1,-9.437,6.3797,30.5707,0,3,297,2,15005.5707,24.7998
610,1,1,-8.2852,-2.9323,30.1322,0,10,128,2,15255.1322,249.5615
648,1,1,-7.1437,-7.224,26.5568,0,17,50,2,16201.5568,946.4246
651,1,1,-9.9544,3.5718,28.2492,0,0,246,2,16278.2492,76.6924
661,1,1,-8.7451,2.04,27.546,0,7,218,2,16527.546,249.2968
664,1,1,-5.2518,1.5063,27.8961,0,28,209,2,16602.8961,75.3501
667,1,1,-6.2478,6.1775,27.1584,0,22,294,2,16677.1584,74.2623
672,1,1,-9.8128,6.0767,30.1659,0,1,292,2,16805.1659,128.0075
687,1,1,-7.3646,3.3386,26.0097,0,15,242,2,17176.0097,370.8438
737,1,1,-8.0136,-8.8043,29.9082,0,12,21,2,18429.9082,1253.8985
768,1,1,-5.456,-8.9243,27.2236,0,27,19,2,19202.2236,772.3154
774,1,1,-9.3025,0.0046,30.1173,0,4,181,2,19355.1173,152.8937
776,1,1,-6.714,6.9139,28.6117,0,19,307,2,19403.6117,48.4944
776,1,1,-6.8537,5.4921,29.9171,0,19,281,2,19404.9171,1.3054
791,1,1,-5.3578,5.8,26.0036,0,28,287,2,19776.0036,371.0865
794,1,1,-6.8341,-9.3664,28.7576,0,19,11,2,19853.7576,77.754
797,1,1,-6.8191,-1.3682,29.8817,0,19,156,2,19929.8817,76.1241
812,1,1,-6.3766,-5.7491,30.7096,0,21,77,2,20305.7096,375.8279
815,1,1,-7.6054,-4.7308,29.6511,0,14,95,2,20379.6511,73.9415
821,1,1,-7.9252,6.9454,30.4119,0,12,308,2,20530.4119,150.7608
826,1,1,-5.4342,-5.8571,28.1453,0,27,75,2,20653.1453,122.7334
853,1,1,-8.0117,5.4131,29.1217,0,12,280,2,21329.1217,675.9764
858,1,1,-9.8033,-5.7223,30.5066,0,1,77,2,21455.5066,126.3849
886,1,1,-8.4124,-8.0582,29.4622,0,9,35,2,22154.4622,698.9556
889,1,1,-9.8653,5.5278,28.0708,0,0,282,2,22228.0708,73.6086
896,1,1,-7.6662,-1.3609,30.0526,0,14,157,2,22405.0526,176.9818
914,1,1,-5.3455,-6.9048,27.0858,0,28,56,2,22852.0858,447.0332
920,1,1,-7.074,-8.5129,30.9743,0,17,27,2,23005.9743,153.8885
954,1,1,-5.4125,-7.0654,26.0591,0,27,53,2,23851.0591,845.0848
1002,1,1,-6.056,-0.0972,30.1018,0,23,180,2,25055.1018,1204.0427
1004,1,1,-6.789,-5.9305,30.6844,0,19,73,2,25105.6844,50.5826
1005,1,1,-6.2038,3.8003,30.3218,0,23,250,2,25130.3218,24.6374
1021,1,1,-8.4067,4.3454,26.2918,0,9,260,2,25526.2918,395.97
1044,1,1,-8.6319,-7.391,26.364,0,8,47,2,26101.364,575.0722
1052,1,1,-5.9643,-8.6629,29.8979,0,24,24,2,26304.8979,203.5339
1054,1,1,-6.4147,-8.1239,26.8398,0,21,34,2,26351.8398,46.9419
1065,1,1,-7.7266,1.1457,28.3721,0,13,202,2,26628.3721,276.5323
1093,1,1,-9.0383,7.3431,30.4737,0,5,315,2,27330.4737,702.1016
1108,1,1,-7.6617,0.2052,28.4476,0,14,185,2,27703.4476,372.9739
1117,1,1,-8.5671,7.2461,27.3869,0,8,313,2,27927.3869,223.9393
1118,1,1,-9.3125,-1.0639,29.8314,0,4,162,2,27954.8314,27.4445
1119,1,1,-7.0944,-6.8963,26.8039,0,17,56,2,27976.8039,21.9725
1123,1,1,-7.5488,2.5624,30.7832,0,14,228,2,28080.7832,103.9793
1135,1,1,-6.9661,-3.7503,27.8551,0,18,113,2,28377.8551,297.0719
1139,1,1,-7.1622,-2.2753,26.6675,0,17,140,2,28476.6675,98.8124
1148,1,1,-9.822,-1.2852,26.8619,0,1,158,2,28701.8619,225.1944
1148,1,1,-9.2968,-9.3509,28.4646,0,4,11,2,28703.4646,1.6027
1154,1,1,-5.521,-8.4856,28.1875,0,27,27,2,28853.1875,149.7229
1155,1,1,-9.2364,4.5359,29.7928,0,4,264,2,28879.7928,26.6053
1158,1,1,-5.4642,-4.128,29.5623,0,27,106,2,28954.5623,74.7695
1167,1,1,-6.9377,5.0244,26.7714,0,18,273,2,29176.7714,222.2091
1168,1,1,-9.5803,-4.0208,30.872,0,2,108,2,29205.872,29.1006
1184,1,1,-6.1052,-3.4711,28.6745,0,23,118,2,29603.6745,397.8025
1207,1,1,-8.2866,1.8728,27.867,0,10,215,2,30177.867,574.1925
1221,1,1,-7.5847,-3.8044,30.0624,0,14,112,2,30530.0624,352.1954
1223,1,1,-9.6806,-2.648,30.1445,0,1,133,2,30580.1445,50.0821
1225,1,1,-8.2596,-0.2625,27.3875,0,10,177,2,30627.3875,47.243
1236,1,1,-7.4433,-4.2135,29.6496,0,15,105,2,30904.6496,277.2621
1252,1,1,-6.8552,2.8773,26.0468,0,19,234,2,31301.0468,396.3972
1256,1,1,-7.0689,5.5386,28.0823,0,17,282,2,31403.0823,102.0355
1273,1,1,-9.5605,-0.1745,27.9844,0,2,178,2,31827.9844,424.9021
1274,1,1,-5.7202,7.574,27.6527,0,25,319,2,31852.6527,24.6683
1275,1,1,-7.1039,6.4232,29.6983,0,17,298,2,31879.6983,27.0456
1282,1,1,-8.2627,-4.9056,26.6446,0,10,92,2,32051.6446,171.9463
1284,1,1,-9.4746,7.1785,28.7184,0,3,312,2,32103.7184,52.0738
1291,1,1,-8.8787,-8.5818,29.8352,0,6,25,2,32279.8352,176.1168
1300,1,1,-6.123,-7.1447,26.4842,0,23,51,2,32501.4842,221.649
1314,1,1,-7.026,-9.7842,26.5628,0,18,3,2,32851.5628,350.0786
