Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
9,1,1,-7.8248,5.3579,30.2098,0,13,279,2,230.2098,230.2098
21,1,1,-9.4612,-9.5985,28.1623,0,3,7,2,528.1623,297.9525
25,1,1,-9.897,1.5581,26.0473,0,0,210,2,626.0473,97.885
39,1,1,-6.0698,2.3421,29.6626,0,23,224,2,979.6626,353.6153
48,1,1,-8.9441,6.7653,26.6012,0,6,304,2,1201.6012,221.9386
52,1,1,-8.1161,-2.4547,26.3772,0,11,137,2,1301.3772,99.776
61,1,1,-9.8851,-2.8415,29.2101,0,0,130,2,1529.2101,227.8329
92,1,1,-8.8279,-5.641,30.3291,0,7,79,2,2305.3291,776.119
148,1,1,-8.7394,0.3148,26.4957,0,7,187,2,3701.4957,1396.1666
179,1,1,-6.7872,-1.0787,28.6867,0,19,162,2,4478.6867,777.191
181,1,1,-8.8205,-0.2422,26.4916,0,7,177,2,4526.4916,47.8049
190,1,1,-8.5797,6.4496,26.3075,0,8,299,2,4751.3075,224.8159
192,1,1,-5.3659,-6.4323,30.909,0,28,64,2,4805.909,54.6015
202,1,1,-9.9143,2.09,26.9235,0,0,219,2,5051.9235,246.0145
230,1,1,-9.9904,2.3695,26.959,0,0,224,2,5751.959,700.0355
239,1,1,-7.6182,-1.0557,28.0429,0,14,162,2,5978.0429,226.0839
261,1,1,-7.4173,-2.7171,30.2275,0,15,132,2,6530.2275,552.1846
290,1,1,-7.6564,-5.4192,28.722,0,14,83,2,7253.722,723.4945
329,1,1,-7.0611,-9.7529,29.4512,0,17,4,2,8229.4512,975.7292
330,1,1,-9.2706,-6.7104,26.5503,0,4,59,2,8251.5503,22.0991
330,1,1,-9.7376,-9.5133,28.0958,0,1,8,2,8253.0958,1.5455
330,1,1,-9.6535,4.8705,29.857,0,2,270,2,8254.857,1.7612
335,1,1,-9.1212,-1.1804,26.4578,0,5,160,2,8376.4578,121.6008
339,1,1,-8.9317,-2.1416,28.651,0,6,142,2,8478.651,102.1932
353,1,1,-9.1045,7.4085,26.9067,0,5,316,2,8826.9067,348.2557
361,1,1,-7.5347,2.7846,28.0471,0,14,232,2,9028.0471,201.1404
379,1,1,-6.1508,4.0562,27.452,0,23,255,2,9477.452,449.4049
393,1,1,-5.2673,-9.6192,27.7072,0,28,6,2,9827.7072,350.2552
404,1,1,-8.1512,1.2982,28.6166,0,11,205,2,10103.6166,275.9094
410,1,1,-8.3374,0.7022,26.68,0,10,194,2,10251.68,148.0634
430,1,1,-6.4506,-1.5987,26.0609,0,21,152,2,10751.0609,499.3809
442,1,1,-9.0899,0.4783,28.2901,0,5,190,2,11053.2901,302.2292
444,1,1,-6.0722,5.0226,28.757,0,23,273,2,11103.757,50.4669
445,1,1,-6.9409,-8.1437,27.1313,0,18,33,2,11127.1313,23.3743
461,1,1,-8.4774,5.8788,28.474,0,9,288,2,11528.474,401.3427
492,1,1,-7.9957,-2.2388,29.0971,0,12,141,2,12304.0971,775.6231
533,1,1,-5.6981,1.6777,27.9313,0,26,212,2,13327.9313,1023.8342
538,1,1,-9.4114,4.9817,30.8527,0,3,272,2,13455.8527,127.9214
539,1,1,-9.7539,-4.1833,28.6213,0,1,105,2,13478.6213,22.7686
540,1,1,-8.7129,4.4217,27.0129,0,7,262,2,13502.0129,23.3916
543,1,1,-8.8478,-5.9496,28.9912,0,6,73,2,13578.9912,76.9783
609,1,1,-9.1539,0.13,26.5902,0,5,184,2,15226.5902,1647.599
611,1,1,-7.9475,3.8495,29.5486,0,12,251,2,15279.5486,52.9584
629,1,1,-9.3584,-2.6083,26.4589,0,3,134,2,15726.4589,446.9103
649,1,1,-6.4635,-7.3034,27.5721,0,21,49,2,16227.5721,501.1132
669,1,1,-9.2869,-3.9064,26.3021,0,4,110,2,16726.3021,498.73
672,1,1,-9.1461,5.2121,26.0552,0,5,276,2,16801.0552,74.7531
676,1,1,-8.6333,-5.9338,26.059,0,8,73,2,16901.059,100.0038
712,1,1,-6.0175,-8.4544,26.9868,0,24,28,2,17801.9868,900.9278
738,1,1,-9.3462,1.2883,26.284,0,3,205,2,18451.284,649.2972
744,1,1,-5.9873,0.0559,30.4761,0,24,182,2,18605.4761,154.1921
758,1,1,-7.9565,-7.576,28.962,0,12,44,2,18953.962,348.4859
762,1,1,-9.5221,3.5477,29.0823,0,2,246,2,19054.0823,100.1203
778,1,1,-6.5218,-3.8826,27.0394,0,21,111,2,19452.0394,397.9571
781,1,1,-5.3499,-2.9559,28.9763,0,28,128,2,19528.9763,76.9369
805,1,1,-6.9509,5.4667,26.1936,0,18,281,2,20126.1936,597.2173
830,1,1,-9.5102,0.8454,30.6609,0,2,197,2,20755.6609,629.4673
