Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
8,1,1,-5.2646,-1.5863,29.5347,1.0587,28,152,5,204.5347,204.5347
8,1,1,-6.8949,-6.2582,29.7401,1.7531,18,68,5,204.7401,0.2054
9,1,1,-8.4739,-6.689,28.1754,0.1225,9,60,5,228.1754,23.4353
9,1,1,-6.9691,5.3672,29.8284,1.2475,18,279,5,229.8284,1.653
11,1,1,-5.5628,-9.315,27.0894,1.4648,26,12,5,277.0894,47.261
11,1,1,-8.4689,1.0972,27.6891,1.5027,9,201,5,277.6891,0.5997
12,1,1,-5.935,-7.918,29.4287,0.8911,24,37,5,304.4287,26.7396
13,1,1,-5.275,-3.769,28.091,1.6659,28,113,5,328.091,23.6623
13,1,1,-6.8452,5.6088,30.9687,0.4553,19,283,5,330.9687,2.8777
14,1,1,-8.4571,-9.7558,29.545,1.3119,9,4,5,354.545,23.5763
19,1,1,-5.9894,-0.7266,30.9281,1.4373,24,168,5,480.9281,126.3831
20,1,1,-8.6825,-7.3778,29.3659,0.2449,7,47,5,504.3659,23.4378
21,1,1,-8.7431,-4.7478,27.936,1.7106,7,95,5,527.936,23.5701
21,1,1,-5.9853,0.5102,29.8502,1.8119,24,191,5,529.8502,1.9142
22,1,1,-5.6622,3.0892,27.9645,0.9846,26,237,5,552.9645,23.1143
23,1,1,-9.5639,-9.4511,27.5641,0.8008,2,9,5,577.5641,24.5996
23,1,1,-6.6338,6.7125,27.6019,1.564,20,303,5,577.6019,0.0378
24,1,1,-9.559,-8.9158,28.3996,0.664,2,19,5,603.3996,25.7977
24,1,1,-9.2888,-7.0592,29.4556,1.5172,4,53,5,604.4556,1.056
25,1,1,-9.2646,1.222,30.2429,0.2287,4,204,5,630.2429,25.7873
26,1,1,-9.4639,1.1848,26.7871,0.2492,3,203,5,651.7871,21.5442
28,1,1,-8.7652,5.5629,26.5132,0.5662,7,282,5,701.5132,49.7261
29,1,1,-5.9767,-5.5255,26.8524,1.3797,24,81,5,726.8524,25.3392
29,1,1,-9.3961,-6.8091,28.1194,0.9873,3,58,5,728.1194,1.267
29,1,1,-8.9901,7.3857,30.912,1.5925,6,316,5,730.912,2.7926
30,1,1,-9.6404,3.5865,30.48,1.5041,2,247,5,755.48,24.568
31,1,1,-6.6677,3.9511,27.082,0.6169,20,253,5,777.082,21.602
33,1,1,-9.0769,4.396,27.305,1.4187,5,261,5,827.305,50.223
33,1,1,-8.4625,-9.0568,27.8036,0.3294,9,17,5,827.8036,0.4986
36,1,1,-7.4219,-4.3712,27.6781,0.51,15,102,5,902.6781,74.8745
37,1,1,-7.6353,-9.1477,27.5007,1.9272,14,15,5,927.5007,24.8226
38,1,1,-6.5727,-0.9152,27.7585,1.797,20,165,5,952.7585,25.2578
39,1,1,-9.0854,2.7184,26.9136,1.0504,5,231,5,976.9136,24.1551
39,1,1,-8.3255,3.8055,29.3552,0.4864,10,251,5,979.3552,2.4416
40,1,1,-5.538,-1.532,28.8023,0.9612,27,153,5,1003.8023,24.4471
41,1,1,-9.4547,4.9227,26.2581,0.1499,3,271,5,1026.2581,22.4558
41,1,1,-7.1092,0.7807,27.1063,1.7501,17,196,5,1027.1063,0.8482
41,1,1,-8.7743,-0.0374,28.4037,0.7508,7,181,5,1028.4037,1.2974
41,1,1,-7.6449,-0.8496,29.8947,1.0181,14,166,5,1029.8947,1.491
42,1,1,-5.3844,5.804,27.4243,0.2399,27,287,5,1052.4243,22.5296
47,1,1,-6.3078,-6.4192,28.316,1.31,22,65,5,1178.316,125.8917
48,1,1,-5.5552,-5.9111,27.9799,0.3139,26,74,5,1202.9799,24.6639
50,1,1,-8.0524,-0.2657,26.0088,0.2913,11,176,5,1251.0088,48.0289
50,1,1,-5.6167,-9.6391,26.11,1.3895,26,6,5,1251.11,0.1012
51,1,1,-8.2986,-1.5146,28.4391,0.925,10,154,5,1278.4391,27.3291
53,1,1,-6.7455,0.977,26.9468,1.9502,19,199,5,1326.9468,48.5077
53,1,1,-9.8169,-5.2502,30.8417,1.2134,1,86,5,1330.8417,3.8949
54,1,1,-8.6671,-5.2806,26.7446,1.2076,8,85,5,1351.7446,20.9029
55,1,1,-6.6697,6.2474,30.1041,0.6532,20,295,5,1380.1041,28.3595
56,1,1,-9.4814,2.2278,27.5181,0.2548,3,222,5,1402.5181,22.414
56,1,1,-5.6394,2.5838,28.9885,0.7805,26,228,5,1403.9885,1.4704
57,1,1,-6.2628,5.8207,26.0144,1.5713,22,287,5,1426.0144,22.0259
