Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
1,1,1,-7.8706,4.7324,30.3758,1.3487,12,267,5,30.3758,30.3758
2,1,1,-8.406,2.6555,28.5823,0.6252,9,230,5,53.582300000000004,23.2065
2,1,1,-7.7754,6.4717,28.8886,1.3585,13,299,5,53.8886,0.3063
2,1,1,-6.8661,5.0937,29.5413,1.6347,18,274,5,54.5413,0.6527
4,1,1,-6.2834,-5.3867,26.9861,1.0514,22,83,5,101.9861,47.4448
4,1,1,-6.1674,5.4146,29.2456,1.0399,23,280,5,104.2456,2.2595
5,1,1,-6.5564,-5.862,26.1065,1.4864,20,75,5,126.1065,21.8609
5,1,1,-7.8267,-6.2031,27.7304,1.5528,13,69,5,127.7304,1.6239
6,1,1,-7.3589,0.9305,28.3813,0.5966,16,198,5,153.3813,25.6509
6,1,1,-7.364,5.1559,29.8155,1.0497,15,275,5,154.8155,1.4342
6,1,1,-6.7477,-3.0204,30.7355,0.3525,19,126,5,155.7355,0.92
7,1,1,-9.4004,-6.4371,27.6309,1.7797,3,64,5,177.6309,21.8954
7,1,1,-7.8316,4.9395,28.569,1.6138,13,271,5,178.569,0.9381
7,1,1,-6.5573,0.4834,29.4897,1.239,20,190,5,179.4897,0.9207
7,1,1,-5.5145,4.2819,30.8765,1.445,27,259,5,180.8765,1.3868
8,1,1,-8.7758,-5.9984,26.0743,1.2071,7,72,5,201.0743,20.1978
8,1,1,-7.2582,-1.3639,26.66,0.2196,16,157,5,201.66,0.5857
8,1,1,-8.0976,1.2896,30.1307,1.246,11,205,5,205.1307,3.4707
10,1,1,-8.9718,3.8544,26.5129,1.1347,6,251,5,251.5129,46.3822
10,1,1,-9.976,1.9436,28.8102,0.8348,0,217,5,253.8102,2.2973
10,1,1,-5.6987,2.6993,28.8413,1.8367,26,230,5,253.8413,0.0311
11,1,1,-7.5427,5.6304,28.2201,0.7164,14,284,5,278.2201,24.3788
11,1,1,-8.6942,1.0274,29.2099,1.8792,7,200,5,279.2099,0.9898
13,1,1,-8.2083,5.1848,26.3467,0.1988,10,276,5,326.3467,47.1368
13,1,1,-8.4165,-0.7341,28.7045,1.9086,9,168,5,328.7045,2.3578
15,1,1,-6.1205,-9.3046,27.253,1.4711,23,12,5,377.253,48.5485
15,1,1,-6.1373,4.9548,27.799,0.9454,23,271,5,377.799,0.546
15,1,1,-7.8385,3.6625,30.415,0.5735,13,248,5,380.415,2.616
16,1,1,-6.1749,4.0592,29.9713,1.9342,23,255,5,404.9713,24.5563
18,1,1,-7.7135,-9.604,26.5139,1.1476,13,7,5,451.5139,46.5426
18,1,1,-9.1353,0.799,27.7336,0.917,5,196,5,452.7336,1.2197
18,1,1,-9.0541,-7.7309,28.9423,1.1134,5,41,5,453.9423,1.2087
20,1,1,-5.7028,-6.8168,29.2501,1.4466,26,57,5,504.2501,50.3078
21,1,1,-8.3023,-0.8533,26.3686,0.5443,10,166,5,526.3686,22.1185
21,1,1,-9.545,2.6654,26.6568,1.7173,2,230,5,526.6568,0.2882
22,1,1,-6.3588,1.8842,27.9971,0.8288,22,216,5,552.9971,26.3403
23,1,1,-5.7698,3.6789,26.1637,1.1061,25,248,5,576.1637,23.1666
23,1,1,-8.6941,4.1986,28.239,1.3243,7,258,5,578.239,2.0753
23,1,1,-8.375,1.9525,30.5066,0.6777,9,217,5,580.5066,2.2676
24,1,1,-8.6786,1.0762,26.5053,1.2336,8,201,5,601.5053,20.9987
24,1,1,-6.198,-5.5611,28.8833,1.6271,23,80,5,603.8833,2.378
24,1,1,-6.2315,-9.2872,29.9703,1.6346,22,12,5,604.9703,1.087
26,1,1,-8.6075,5.9468,26.6126,0.1707,8,289,5,651.6126,46.6423
26,1,1,-7.706,-9.8726,27.9949,1.4655,13,2,5,652.9949,1.3823
30,1,1,-8.2034,-8.4459,28.9605,0.4361,10,28,5,753.9605,100.9656
32,1,1,-9.335,-7.3477,27.5391,1.5615,4,48,5,802.5391,48.5786
32,1,1,-7.1129,-5.909,30.375,0.9135,17,74,5,805.375,2.8359
33,1,1,-8.2014,-2.8185,30.2769,0.8774,10,130,5,830.2769,24.9019
35,1,1,-6.9004,-8.7386,26.1457,1.0854,18,22,5,876.1457,45.8688
36,1,1,-9.734,6.1631,27.1339,1.9216,1,293,5,902.1339,25.9882
36,1,1,-8.2505,4.0258,27.845,1.6522,10,255,5,902.845,0.7111
36,1,1,-5.7117,-7.0187,28.1301,0.565,25,54,5,903.1301,0.2851
36,1,1,-8.0009,-7.3548,28.4469,1.4396,12,48,5,903.4469,0.3168
36,1,1,-6.6152,-1.7102,29.6135,1.9473,20,150,5,904.6135,1.1666
37,1,1,-9.3617,1.8422,30.0828,1.569,3,215,5,930.0828,25.4693
39,1,1,-7.3765,-8.7782,30.3522,0.3497,15,22,5,980.3522,50.2694
41,1,1,-9.7576,4.6074,27.2078,0.8683,1,265,5,1027.2078,46.8556
42,1,1,-8.9734,-6.4876,29.5455,0.5568,6,63,5,1054.5455,27.3377
45,1,1,-9.5085,3.3966,29.2996,1.1189,2,243,5,1129.2996,74.7541
47,1,1,-7.7113,-5.9918,26.4786,0.1332,13,72,5,1176.4786,47.179
47,1,1,-6.5017,-9.1603,27.8147,0.9133,21,15,5,1177.8147,1.3361
48,1,1,-8.1647,-6.0791,26.5899,1.3129,11,71,5,1201.5899,23.7752
48,1,1,-8.3936,-2.7925,29.5104,1.338,9,131,5,1204.5104,2.9205
50,1,1,-7.5621,-7.7837,27.2451,1.5985,14,40,5,1252.2451,47.7347
50,1,1,-6.3623,-3.0465,28.8503,0.523,22,126,5,1253.8503,1.6052
51,1,1,-9.2956,-9.8336,26.7592,1.3611,4,3,5,1276.7592,22.9089
51,1,1,-7.1184,-0.5502,27.2044,0.8294,17,171,5,1277.2044,0.4452
51,1,1,-8.0328,-2.126,27.78,1.2175,11,143,5,1277.78,0.5756
52,1,1,-7.0613,7.5664,28.5784,1.3846,17,319,5,1303.5784,25.7984
53,1,1,-9.5173,-9.4452,30.6967,1.2529,2,10,5,1330.6967,27.1183
54,1,1,-7.9515,-0.1999,27.4794,0.1145,12,178,5,1352.4794,21.7827
54,1,1,-8.6459,-7.0291,28.1085,1.259,8,54,5,1353.1085,0.6291
54,1,1,-5.6385,0.1678,29.0935,0.3291,26,184,5,1354.0935,0.985
55,1,1,-9.5929,-8.6953,26.2538,0.5005,2,23,5,1376.2538,22.1603
55,1,1,-7.3158,-6.0924,27.8721,0.3103,16,71,5,1377.8721,1.6183
55,1,1,-7.8951,6.4868,29.4219,0.215,12,299,5,1379.4219,1.5498
56,1,1,-7.1334,0.5772,27.2138,0.7604,17,192,5,1402.2138,22.7919
56,1,1,-6.4658,-3.2031,29.6364,0.199,21,123,5,1404.6364,2.4226
56,1,1,-5.7653,5.3803,30.2344,1.5665,25,279,5,1405.2344,0.598
58,1,1,-9.6998,4.4624,29.5706,0.3589,1,262,5,1454.5706,49.3362
58,1,1,-6.8175,-8.0732,29.5773,0.5891,19,35,5,1454.5773,0.0067
60,1,1,-9.1148,6.336,26.8128,1.4658,5,297,5,1501.8128,47.2355
60,1,1,-8.2025,6.2101,27.1713,0.8923,10,294,5,1502.1713,0.3585
60,1,1,-6.5482,2.7967,27.3189,1.7586,20,232,5,1502.3189,0.1476
60,1,1,-9.8421,-6.3553,29.8376,1.5022,0,66,5,1504.8376,2.5187
60,1,1,-9.8687,-3.9116,30.7251,1.3885,0,110,5,1505.7251,0.8875
61,1,1,-7.0608,-4.2305,27.9576,1.6864,17,104,5,1527.9576,22.2325
61,1,1,-7.1903,3.5625,29.5956,0.7958,17,246,5,1529.5956,1.638
62,1,1,-9.9505,1.3445,30.3354,0.7329,0,206,5,1555.3354,25.7398
64,1,1,-6.8132,2.296,26.2045,1.24,19,223,5,1601.2045,45.8691
64,1,1,-7.2933,-3.8032,28.2508,1.073,16,112,5,1603.2508,2.0463
65,1,1,-9.5116,2.9045,27.9389,0.358,2,234,5,1627.9389,24.6881
