Event,Layer,Quadrant,X,Y,ToF,Energy,Col,Row,ToT,ToH,Twait
1,1,1,-7.4316,6.5906,27.5081,1.5434,15,301,5,27.5081,27.5081
5,1,1,-8.1055,-8.2475,28.4751,0.4044,11,31,5,128.4751,100.967
8,1,1,-9.2869,2.4671,26.6383,1.1896,4,226,5,201.63830000000002,73.1632
11,1,1,-9.5247,-0.3812,26.0522,0.4823,2,174,5,276.05219999999997,74.4139
14,1,1,-8.9539,4.3292,26.2778,1.2597,6,260,5,351.2778,75.2256
16,1,1,-9.233,-7.6066,26.898,0.8047,4,43,5,401.898,50.6202
20,1,1,-9.9308,3.2314,28.9431,1.8965,0,240,5,503.9431,102.0451
20,1,1,-8.9938,-6.0088,29.3023,1.9665,6,72,5,504.3023,0.3592
23,1,1,-7.546,1.4655,30.1725,0.2634,14,208,5,580.1725,75.8702
24,1,1,-8.7682,-2.4725,30.47,1.4732,7,136,5,605.47,25.2975
26,1,1,-9.867,-2.3626,26.0772,1.7464,0,138,5,651.0772,45.6072
27,1,1,-7.3488,-2.173,26.7832,0.5515,16,142,5,676.7832,25.706
29,1,1,-7.4058,-8.202,28.1384,0.1985,15,32,5,728.1384,51.3552
34,1,1,-5.8966,-1.2339,28.5655,1.448,24,159,5,853.5655,125.4271
36,1,1,-9.9793,3.076,26.4613,0.4324,0,237,5,901.4613,47.8958
36,1,1,-9.4227,6.6303,27.122,0.7824,3,302,5,902.122,0.6607
37,1,1,-7.2636,3.9982,28.6592,1.8867,16,254,5,928.6592,26.5372
53,1,1,-6.3831,3.8146,27.8822,1.35,21,251,5,1327.8822,399.223
57,1,1,-7.8929,3.9946,28.7325,1.5928,12,254,5,1428.7325,100.8503
68,1,1,-7.9746,-8.7888,28.8013,0.7294,12,22,5,1703.8013,275.0688
69,1,1,-6.2505,-4.5853,27.9471,0.6447,22,98,5,1727.9471,24.1458
69,1,1,-7.4838,5.637,29.379,1.6514,15,284,5,1729.379,1.4319
71,1,1,-5.3126,5.561,26.986,1.6064,28,282,5,1776.986,47.607
73,1,1,-6.8059,-3.0659,28.1145,1.422,19,126,5,1828.1145,51.1285
73,1,1,-6.097,6.8595,29.5328,1.3982,23,306,5,1829.5328,1.4183
74,1,1,-7.7292,-9.2314,26.5407,1.1139,13,13,5,1851.5407,22.0079
74,1,1,-6.6244,-0.4987,28.7321,0.3614,20,172,5,1853.7321,2.1914
75,1,1,-8.3632,-9.2941,30.4703,1.4184,9,12,5,1880.4703,26.7382
77,1,1,-6.9855,7.4075,28.5669,1.3945,18,316,5,1928.5669,48.0966
77,1,1,-5.2726,2.6673,29.0276,0.7986,28,230,5,1929.0276,0.4607
79,1,1,-6.1444,5.1553,28.1626,0.8723,23,275,5,1978.1626,49.135
79,1,1,-8.0634,6.7928,30.9964,1.8726,11,305,5,1980.9964,2.8338
82,1,1,-6.1767,-3.8285,26.4107,1.3426,23,112,5,2051.4107,70.4143
83,1,1,-8.8846,-9.0041,26.9556,1.8276,6,18,5,2076.9556,25.5449
84,1,1,-7.7786,-8.8299,28.0621,1.5757,13,21,5,2103.0621,26.1065
85,1,1,-7.0661,-0.7776,26.4229,1.5294,17,167,5,2126.4229,23.3608
90,1,1,-7.5452,1.1657,29.8188,0.9065,14,203,5,2254.8188,128.3959
94,1,1,-8.512,-8.2229,27.9915,0.1208,9,32,5,2352.9915,98.1727
99,1,1,-6.731,2.8796,26.8497,1.0278,19,234,5,2476.8497,123.8582
101,1,1,-6.9904,-1.7562,28.0243,1.0674,18,149,5,2528.0243,51.1746
104,1,1,-9.6856,-3.5469,29.7533,1.5775,1,117,5,2604.7533,76.729
105,1,1,-6.7158,-3.8263,27.6954,1.1772,19,112,5,2627.6954,22.9421
105,1,1,-8.6762,-1.644,29.676,0.6235,8,151,5,2629.676,1.9806
107,1,1,-6.5502,-5.6384,28.5696,0.3365,20,79,5,2678.5696,48.8936
109,1,1,-9.615,-1.758,27.466,0.2211,2,149,5,2727.466,48.8964
109,1,1,-8.6711,-9.4737,29.0854,0.125,8,9,5,2729.0854,1.6194
116,1,1,-6.9081,-3.2132,29.6715,0.2345,18,123,5,2904.6715,175.5861
121,1,1,-7.4886,1.5937,29.6108,1.3819,15,210,5,3029.6108,124.9393
123,1,1,-9.0791,2.8418,26.1743,1.5184,5,233,5,3076.1743,46.5635
124,1,1,-5.8417,2.9186,26.1853,0.8978,25,234,5,3101.1853,25.011
127,1,1,-6.7491,-9.2902,26.2903,1.4527,19,12,5,3176.2903,75.105
137,1,1,-8.3697,0.8524,26.6105,1.1269,9,197,5,3426.6105,250.3202
137,1,1,-8.3323,4.6233,30.3515,1.636,10,265,5,3430.3515,3.741
141,1,1,-6.6245,-8.1713,29.6137,0.3467,20,33,5,3529.6137,99.2622
143,1,1,-8.0715,-8.4055,28.2018,1.7418,11,28,5,3578.2018,48.5881
148,1,1,-9.5924,2.3022,28.0036,0.5935,2,223,5,3703.0036,124.8018
150,1,1,-8.4318,-4.6718,26.0272,1.8972,9,96,5,3751.0272,48.0236
150,1,1,-6.8423,5.2662,27.6891,0.7343,19,277,5,3752.6891,1.6619
151,1,1,-7.8054,-4.0393,28.666,1.5588,13,108,5,3778.666,25.9769
151,1,1,-7.6678,-2.0418,30.1504,0.9418,14,144,5,3780.1504,1.4844
152,1,1,-8.9231,5.5423,29.7458,1.0883,6,282,5,3804.7458,24.5954
153,1,1,-5.2523,-7.0104,27.7868,0.1062,28,54,5,3827.7868,23.041
158,1,1,-7.4766,4.4051,30.3863,1.4071,15,261,5,3955.3863,127.5995
159,1,1,-8.5341,-7.5285,28.0888,0.9976,8,44,5,3978.0888,22.7025
167,1,1,-8.7027,1.7824,28.6865,0.543,7,214,5,4178.6865,200.5977
169,1,1,-9.0154,-4.5596,30.3877,0.4845,5,98,5,4230.3877,51.7012
175,1,1,-6.6771,-6.3534,28.3846,1.7177,20,66,5,4378.3846,147.9969
179,1,1,-5.5931,-1.688,26.4436,0.9978,26,151,5,4476.4436,98.059
181,1,1,-9.6946,1.369,27.8354,1.3881,1,206,5,4527.8354,51.3918
182,1,1,-6.7387,4.7415,29.5095,1.3734,19,268,5,4554.5095,26.6741
186,1,1,-7.4718,0.7035,26.082,1.2281,15,194,5,4651.082,96.5725
191,1,1,-9.6337,2.1963,29.8237,1.8524,2,221,5,4779.8237,128.7417
193,1,1,-9.2913,-9.274,29.2309,0.6914,4,13,5,4829.2309,49.4072
199,1,1,-9.0714,-6.2253,28.0577,0.9053,5,68,5,4978.0577,148.8268
200,1,1,-7.081,4.6607,27.8914,0.1606,17,266,5,5002.8914,24.8337
202,1,1,-8.9039,2.2847,26.5812,0.8091,6,223,5,5051.5812,48.6898
210,1,1,-6.3736,0.2655,30.1577,1.3296,21,186,5,5255.1577,203.5765
211,1,1,-8.9195,-0.8053,26.6783,0.2993,6,167,5,5276.6783,21.5206
214,1,1,-6.8551,-2.2005,26.6943,0.4858,19,141,5,5351.6943,75.016
219,1,1,-5.2844,-0.2738,28.1,0.8434,28,176,5,5478.1,126.4057
219,1,1,-7.3404,2.7346,28.512,1.2272,16,231,5,5478.512,0.412
222,1,1,-9.8146,1.4206,30.3911,1.4644,1,207,5,5555.3911,76.8791
226,1,1,-8.7305,1.2839,27.256,0.5837,7,205,5,5652.256,96.8649
229,1,1,-8.1283,-4.8603,30.57,0.4814,11,93,5,5730.57,78.314
235,1,1,-5.4661,-4.9964,27.4839,0.2931,27,90,5,5877.4839,146.9139
237,1,1,-6.3995,-4.7843,30.9596,0.7056,21,94,5,5930.9596,53.4757
238,1,1,-7.7857,-3.2844,27.9986,1.5283,13,122,5,5952.9986,22.039
238,1,1,-8.4693,-0.4216,29.5636,1.872,9,174,5,5954.5636,1.565
239,1,1,-8.0519,3.7023,28.3194,1.4524,11,249,5,5978.3194,23.7558
242,1,1,-8.3848,-8.6497,28.128,1.9316,9,24,5,6053.128,74.8086
244,1,1,-9.9026,6.5324,27.0229,0.1528,0,300,5,6102.0229,48.8949
246,1,1,-6.0734,-6.5661,30.9973,0.476,23,62,5,6155.9973,53.9744
247,1,1,-7.4598,4.8834,30.1496,0.981,15,270,5,6180.1496,24.1523
250,1,1,-9.2944,1.2297,29.0387,0.884,4,204,5,6254.0387,73.8891
251,1,1,-6.1629,-6.859,26.3166,0.7855,23,57,5,6276.3166,22.2779
251,1,1,-8.3816,-8.3922,26.3774,1.7954,9,29,5,6276.3774,0.0608
253,1,1,-5.4192,-2.8843,30.1799,1.4168,27,129,5,6330.1799,53.8025
255,1,1,-9.7837,0.8559,26.6925,1.1755,1,197,5,6376.6925,46.5126
255,1,1,-5.5121,-4.6736,28.2474,1.3272,27,96,5,6378.2474,1.5549
255,1,1,-7.2311,-9.4757,28.4142,1.7972,16,9,5,6378.4142,0.1668
257,1,1,-7.3415,-5.5608,27.9743,1.3928,16,80,5,6427.9743,49.5601
261,1,1,-9.5259,7.5914,27.6415,1.6521,2,319,5,6527.6415,99.6672
262,1,1,-8.0703,0.2675,28.4942,1.0808,11,186,5,6553.4942,25.8527
269,1,1,-6.7799,-2.0789,27.2559,1.335,19,144,5,6727.2559,173.7617
273,1,1,-8.8513,6.6846,28.3984,1.0593,6,303,5,6828.3984,101.1425
274,1,1,-7.6442,5.5593,27.0513,1.87,14,282,5,6852.0513,23.6529
276,1,1,-6.2429,7.1427,27.0689,0.9859,22,311,5,6902.0689,50.0176
279,1,1,-8.6444,-2.7964,27.3672,1.2336,8,130,5,6977.3672,75.2983
282,1,1,-9.4706,-4.3793,29.7097,1.8221,3,102,5,7054.7097,77.3425
283,1,1,-9.8313,6.6271,27.8672,0.2164,1,302,5,7077.8672,23.1575
284,1,1,-7.644,2.7787,28.3732,0.2782,14,232,5,7103.3732,25.506
284,1,1,-5.9992,-6.598,28.6568,1.9825,24,61,5,7103.6568,0.2836
285,1,1,-5.8447,0.6013,27.0859,1.6347,25,192,5,7127.0859,23.4291
287,1,1,-8.5006,-2.1071,28.3753,0.3484,9,143,5,7178.3753,51.2894
292,1,1,-6.3159,-7.6836,26.1018,1.7722,22,42,5,7301.1018,122.7265
293,1,1,-6.7977,-6.5364,26.0038,1.2403,19,62,5,7326.0038,24.902
294,1,1,-9.5804,-1.4025,29.5361,1.6753,2,156,5,7354.5361,28.5323
299,1,1,-5.2754,4.521,29.3441,1.7775,28,264,5,7479.3441,124.808
300,1,1,-7.7763,-1.5317,26.6286,0.5124,13,153,5,7501.6286,22.2845
301,1,1,-9.2907,-8.126,29.3996,0.1826,4,34,5,7529.3996,27.771
313,1,1,-5.5698,0.3453,28.0826,1.0502,26,188,5,7828.0826,298.683
313,1,1,-9.7684,-0.8251,29.3508,0.5618,1,166,5,7829.3508,1.2682
314,1,1,-7.2666,5.1054,28.412,0.716,16,274,5,7853.412,24.0612
315,1,1,-8.102,-8.4956,29.6311,0.4267,11,27,5,7879.6311,26.2191
319,1,1,-9.4346,6.8558,26.806,0.5329,3,306,5,7976.806,97.1749
319,1,1,-9.9968,2.8743,26.838,1.1964,0,234,5,7976.838,0.032
324,1,1,-8.2689,-1.4966,28.2808,0.4154,10,154,5,8103.2808,126.4428
327,1,1,-6.3783,1.601,30.9672,0.8643,21,210,5,8180.9672,77.6864
334,1,1,-9.231,-0.6423,26.067,1.8151,4,170,5,8351.067,170.0998
334,1,1,-7.2951,1.6673,29.126,0.4016,16,212,5,8354.126,3.059
335,1,1,-9.6789,-1.1032,29.3633,1.1509,1,161,5,8379.3633,25.2373
336,1,1,-8.4952,-3.704,29.2577,0.1398,9,114,5,8404.2577,24.8944
337,1,1,-7.8436,-3.3969,26.5012,1.9678,13,120,5,8426.5012,22.2435
339,1,1,-6.5296,5.1942,29.2761,0.5932,21,276,5,8479.2761,52.7749
344,1,1,-9.4612,1.4636,28.4479,0.1,3,208,5,8603.4479,124.1718
350,1,1,-8.708,-5.0045,27.5766,0.1968,7,90,5,8752.5766,149.1287
351,1,1,-6.8886,6.4591,27.0503,0.1789,18,299,5,8777.0503,24.4737
351,1,1,-8.4687,-7.7426,29.4616,1.3824,9,41,5,8779.4616,2.4113
360,1,1,-6.2089,3.569,29.4484,0.4921,22,246,5,9004.4484,224.9868
365,1,1,-5.6128,-6.0946,26.789,1.6572,26,71,5,9126.789,122.3406
365,1,1,-7.7472,0.3759,29.473,1.529,13,188,5,9129.473,2.684
369,1,1,-6.3189,-9.9882,26.4344,1.4625,22,0,5,9226.4344,96.9614
370,1,1,-5.2716,1.0499,29.9277,0.8554,28,200,5,9254.9277,28.4933
374,1,1,-7.1483,-1.233,26.8445,1.3717,17,159,5,9351.8445,96.9168
378,1,1,-6.4807,0.2944,29.3001,1.538,21,187,5,9454.3001,102.4556
378,1,1,-8.6259,-7.8572,29.3031,1.8348,8,38,5,9454.3031,0.003
385,1,1,-6.0499,2.3411,30.5196,1.3475,23,224,5,9630.5196,176.2165
386,1,1,-6.5738,4.5725,28.5792,1.4868,20,264,5,9653.5792,23.0596
387,1,1,-9.343,-4.1551,30.3742,0.3402,3,106,5,9680.3742,26.795
388,1,1,-6.9881,1.5766,29.1607,1.8099,18,210,5,9704.1607,23.7865
390,1,1,-7.6311,1.0768,26.6633,0.9657,14,201,5,9751.6633,47.5026
393,1,1,-8.9247,-0.1597,30.4235,0.9759,6,178,5,9830.4235,78.7602
399,1,1,-5.351,-9.4576,30.0098,0.2674,28,9,5,9980.0098,149.5863
401,1,1,-9.314,-6.6087,28.3745,0.3757,4,61,5,10028.3745,48.3647
405,1,1,-5.6492,6.0992,26.2346,1.6191,26,292,5,10126.2346,97.8601
410,1,1,-5.7499,4.1331,27.9929,0.8796,25,256,5,10252.9929,126.7583
412,1,1,-6.1464,0.4332,30.842,0.2806,23,189,5,10305.842,52.8491
414,1,1,-6.8741,-5.3307,27.7928,0.439,18,84,5,10352.7928,46.9508
418,1,1,-9.0478,-1.0325,28.0447,0.1033,5,163,5,10453.0447,100.2519
419,1,1,-7.666,1.2751,29.9373,1.9092,14,205,5,10479.9373,26.8926
420,1,1,-7.7674,-3.1725,27.4894,1.8067,13,124,5,10502.4894,22.5521
423,1,1,-5.7268,-6.8978,26.7742,1.3227,25,56,5,10576.7742,74.2848
425,1,1,-6.0608,-1.22,28.9484,1.6399,23,159,5,10628.9484,52.1742
429,1,1,-8.9492,-2.6539,28.6251,1.1735,6,133,5,10728.6251,99.6767
429,1,1,-8.4739,-4.1082,29.519,1.6323,9,107,5,10729.519,0.8939
431,1,1,-6.9827,-4.2398,30.0117,0.3677,18,104,5,10780.0117,50.4927
450,1,1,-5.2893,-7.6149,29.98,1.0355,28,43,5,11254.98,474.9683
452,1,1,-9.638,5.6845,28.7854,0.7289,2,285,5,11303.7854,48.8054
456,1,1,-8.2768,-9.1907,30.3491,0.4025,10,14,5,11405.3491,101.5637
457,1,1,-6.0129,-1.2362,27.3367,0.7433,24,159,5,11427.3367,21.9876
462,1,1,-6.4279,-1.2963,29.1928,1.9914,21,158,5,11554.1928,126.8561
464,1,1,-9.8607,7.3544,27.3559,1.1123,0,315,5,11602.3559,48.1631
465,1,1,-8.6605,6.6063,29.2131,1.7708,8,301,5,11629.2131,26.8572
466,1,1,-5.7356,5.0804,27.7609,1.4215,25,274,5,11652.7609,23.5478
467,1,1,-9.7746,-9.3942,28.5345,1.192,1,11,5,11678.5345,25.7736
469,1,1,-8.8668,-5.8267,28.2067,0.2529,6,75,5,11728.2067,49.6722
470,1,1,-8.3374,-8.2777,30.277,1.9984,10,31,5,11755.277,27.0703
472,1,1,-7.7766,-5.7535,27.2712,1.047,13,77,5,11802.2712,46.9942
472,1,1,-8.1424,3.9708,28.7561,1.3762,11,254,5,11803.7561,1.4849
478,1,1,-5.7521,-6.7121,27.9302,1.1236,25,59,5,11952.9302,149.1741
478,1,1,-9.1182,3.1398,28.951,0.1415,5,238,5,11953.951,1.0208
480,1,1,-5.88,-0.2958,30.0449,0.969,24,176,5,12005.0449,51.0939
481,1,1,-9.2022,0.9032,29.5728,1.2124,4,198,5,12029.5728,24.5279
486,1,1,-9.1707,-5.9307,30.1366,0.7814,5,73,5,12155.1366,125.5638
494,1,1,-6.7981,-6.264,29.6563,0.7069,19,67,5,12354.6563,199.5197
495,1,1,-8.0611,1.8542,27.6094,1.7875,11,215,5,12377.6094,22.9531
496,1,1,-9.6997,3.0794,28.9511,0.607,1,237,5,12403.9511,26.3417
496,1,1,-7.5642,5.0504,30.0465,1.5888,14,273,5,12405.0465,1.0954
497,1,1,-6.0032,-5.9674,26.8372,0.2781,24,73,5,12426.8372,21.7907
497,1,1,-6.7878,4.7008,29.9965,0.9311,19,267,5,12429.9965,3.1593
497,1,1,-6.9,7.424,30.9744,1.8071,18,316,5,12430.9744,0.9779
500,1,1,-8.5731,7.5637,27.8957,1.874,8,319,5,12502.8957,71.9213
502,1,1,-5.4863,1.2825,28.0743,1.7686,27,205,5,12553.0743,50.1786
507,1,1,-5.6037,-2.3389,28.9364,0.3175,26,139,5,12678.9364,125.8621
508,1,1,-5.6692,-0.0711,26.2383,1.4676,26,180,5,12701.2383,22.3019
508,1,1,-6.1899,4.2175,30.4785,1.5714,23,258,5,12705.4785,4.2402
512,1,1,-9.1773,-3.8758,28.6081,1.2239,4,111,5,12803.6081,98.1296
513,1,1,-8.2741,4.3766,27.8647,0.3414,10,261,5,12827.8647,24.2566
518,1,1,-5.864,1.8422,27.0559,1.5191,25,215,5,12952.0559,124.1912
531,1,1,-8.2517,3.3739,27.1711,0.6967,10,243,5,13277.1711,325.1152
533,1,1,-6.9605,-3.0587,30.9699,1.9004,18,126,5,13330.9699,53.7988
534,1,1,-8.4492,2.6133,27.3836,0.5428,9,229,5,13352.3836,21.4137
535,1,1,-8.4989,3.1053,26.1291,0.2828,9,238,5,13376.1291,23.7455
536,1,1,-9.9623,-7.0122,26.8383,1.2807,0,54,5,13401.8383,25.7092
536,1,1,-6.1706,-6.3275,30.9303,1.7588,23,66,5,13405.9303,4.092
544,1,1,-6.9055,-5.7637,26.1663,1.1492,18,77,5,13601.1663,195.236
547,1,1,-8.1119,-5.1126,26.6165,1.0539,11,88,5,13676.6165,75.4502
549,1,1,-7.8532,2.8608,26.2933,0.3676,13,233,5,13726.2933,49.6768
549,1,1,-5.3033,-3.5489,26.6549,0.6519,28,117,5,13726.6549,0.3616
556,1,1,-7.1175,-4.4701,26.0117,1.8166,17,100,5,13901.0117,174.3568
561,1,1,-7.5515,0.9514,26.2321,1.3487,14,199,5,14026.2321,125.2204
561,1,1,-9.0913,6.7877,26.6783,0.1843,5,305,5,14026.6783,0.4462
562,1,1,-9.3469,-5.8284,26.8279,0.1665,3,75,5,14051.8279,25.1496
565,1,1,-6.6918,-2.0161,28.8791,1.1432,20,145,5,14128.8791,77.0512
566,1,1,-9.2688,-5.0376,30.8108,0.6026,4,90,5,14155.8108,26.9317
567,1,1,-5.7799,0.1556,30.8515,1.2832,25,184,5,14180.8515,25.0407
